user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,happiness_index,tweets,,,,,,,,,,,,,,,
17920055,2017/11/15 18:26,[],0,0,HWDRepublican,5478,6222,"Hollywood, CA USA",595402,None,None,-1,THR: Agency: Texas chemical plant unprepared for Hurricane Harvey https://t.co/wITTmxDqiy (FOX),,,,,,,,,,,,,,,
339206441,2017/11/15 18:05,[u'FightFor15'],1,2,Fight for $15 LA,4079,11639,"Los Angeles, California",28763,None,None,-2,The devastation isn't over: Hurricane Harvey cleanup workers aren't getting paid https://t.co/kjgnDqFUGJ #FightFor15 https://t.co/YIynFIz6cE,,,,,,,,,,,,,,,
32510701,2017/11/15 17:28,[],0,0,Lisa Ramos-Oakley,66,12,"Los Angeles, CA",271,None,None,-1,"Hurricane Damage To Manufacturers In Puerto Rico Affects Mainland Hospitals, Too https://t.co/SnOa3lceD2",,,,,,,,,,,,,,,
17920055,2017/11/15 16:59,[],0,0,HWDRepublican,5478,6222,"Hollywood, CA USA",595402,None,None,-1,THR: Puerto Rico suffers major power outage 56 days after Hurricane Maria https://t.co/AxaNNp6k1J (WE),,,,,,,,,,,,,,,
33710985,2017/11/15 16:50,[u'ResinReport'],0,0,PlasticsToday,3397,16324,"Santa Monica, CA",12524,None,None,1,Weekly #ResinReport: Polyethylene supplies improve as Hurricane Harvey‚Äìrelated premiums erode‚Ä?https://t.co/qVwWRTLKf2,,,,,,,,,,,,,,,
8.04E+17,2017/11/15 16:13,[u'PuertoRico'],2,0,Vet Action Network,1015,3005,"Santa Monica, CA",6011,None,None,-1,"Hurricane Damage To Manufacturers In #PuertoRico Affects Mainland Hospitals, Too https://t.co/NDfTV2lWOj",,,,,,,,,,,,,,,
2414883655,2017/11/15 16:10,"[u'hurricanes', u'FannieMae', u'losangel']",0,0,RaviMadhwani,766,1104,"West Hills, CALIFORNIA",135524,None,None,1,Help is available for homeowners impacted by the recent #hurricanes. https://t.co/cqCht3fJKg https://t.co/QyRjVhirH7 #FannieMae #losangel‚Ä?,,,,,,,,,,,,,,,
212715586,2017/11/15 15:00,[],0,0,Dennis Clark,122,2132,LA,30757,None,None,0,"Now You Can Give the Kids In Your Life Books This Christmas and Help Hurricane Victims, Too https://t.co/z4t2CDivn0 via @WomansDay",,,,,,,,,,,,,,,
34949924,2017/11/15 14:57,[],1,0,Lisa Melchior,285,206,Los Angeles,1722,None,None,-2,"After Hurricane, Signs of a Mental Health Crisis Haunt Puerto Rico via @nytimes https://t.co/zSQjnehMHa",,,,,,,,,,,,,,,
14323300,2017/11/15 14:45,[],1,4,Lindsay S Nixon,123,41573,"Los Angeles, CA",69837,None,None,1,wonderful! Be Santa! Give the gift of helping others meet their needs - USVI hurricane relief  https://t.co/J5WsWmljlo,,,,,,,,,,,,,,,
24229787,2017/11/15 14:45,[],4,1,Green Energy News,5325,107392,"Los Angeles, CA",58986,None,None,-1,Texas Officials Spar Over Hurricane Evacuation Order That Never Happened https://t.co/pv9a25gtOZ https://t.co/lWOHQL7ACC,,,,,,,,,,,,,,,
29221913,2017/11/15 14:33,[],0,1,Viewpoint School,107,753,"Calabasas, CA",3852,None,None,-2,"St. Paul‚Äôs Catholic School in Jacksonville Beach, Florida, was devastated by Hurricane Irma.‚Ä?https://t.co/RD0LggvSNW",,,,,,,,,,,,,,,
3133670934,2017/11/15 14:06,[],0,0,Seattle Pro's Top Champ,429,565,"Malibu, CA",6615,None,None,1,@w_terrence @EMFres1 Or JJ. Watt that raised 37 million dollars for Hurricane victims. Just a thought,,,,,,,,,,,,,,,
229576116,2017/11/15 13:01,[],0,0,Grant W. Graves,2203,1746,"Santa Monica, CA",63285,None,None,0,"Global Warming Really Did Make Hurricane Harvey More Likely, a New Study Finds - The Atlantic https://t.co/qMV8ROm5Se",,,,,,,,,,,,,,,
207904545,2017/11/15 10:45,"[u'USCG', u'HiTechCJ']",0,0,Virtual Paparazzi,15283,15163,"Hollywood, California",209029,None,None,0,"Cutter Venturous returns home after conducting hurricane relief, law enforcement operations #USCG #HiTechCJ https://t.co/UkSFi1AbpP",,,,,,,,,,,,,,,
276089910,2017/11/15 10:45,"[u'USCG', u'HiTechCJ']",0,0,Angel City Buzz,2955,3375,"Los Angeles, California",16227,None,None,0,"Cutter Venturous returns home after conducting hurricane relief, law enforcement operations #USCG #HiTechCJ https://t.co/MAAN9aKn9Z",,,,,,,,,,,,,,,
12707222,2017/11/15 10:21,[],0,0,Annelize Bester,1686,1319,"Los Angeles, CA, U.S.A.",114986,None,None,-2,"NPR: RT NPRHealth: Hurricane Damage To Manufacturers In Puerto Rico Affects Mainland Hospitals, Too https://t.co/xje8HtMPgI",,,,,,,,,,,,,,,
2967808004,2017/11/15 10:16,[],0,0,Brody,35,46,los angeles,39990,None,None,-2,"New story on NPR: Hurricane Damage To Manufacturers In Puerto Rico Affects Mainland Hospitals, Too https://t.co/2avHwv5Y6v",,,,,,,,,,,,,,,
213137804,2017/11/15 10:15,[u'healthcare'],0,0,"MDtree, Inc.",192,92,Los Angeles,5451,None,None,-2,"Hurricane Damage To Manufacturers In Puerto Rico Affects Mainland Hospitals, Too https://t.co/AKbYiA63sE #healthcare",,,,,,,,,,,,,,,
1461347948,2017/11/15 9:00,[],0,1,Kerry Whore Key,422,214,Los Angeles,6045,None,None,-2,"@ClassicMovieHub He physically abused her, drove her to drink, and drained her bank account. Wasn't a successfully‚Ä?https://t.co/nadZ76F4Jn",,,,,,,,,,,,,,,
24229787,2017/11/15 8:47,[],3,3,Green Energy News,5325,107392,"Los Angeles, CA",58986,None,None,0,Hurricane Harvey Is A Climate-Change Storm https://t.co/bk2UjReGfl https://t.co/UIGpTBoKNE,,,,,,,,,,,,,,,
8.30E+17,2017/11/15 6:16,[],1,1,TV and Radio Pro,1329,397,"Los Angeles, CA",3216,None,None,0,Cumulus Employee Starts Fundraiser for Puerto Rico Hurricane Victims https://t.co/K76JDjsnQT,,,,,,,,,,,,,,,
2519580234,2017/11/15 5:24,[],0,0,Climate Change 911,4406,4868,"Los Angeles, CA",6267,None,None,-2,Don't be complacent: climate change will ravage rich and poor alike... https://t.co/lTTsk6ADaK,,,,,,,,,,,,,,,
7.37E+17,2017/11/15 5:20,[],0,1,Sassy Pants,153,290,"Los Angeles, CA",24966,None,None,1,@liberalgoddess @JYSexton Much better than the response to Hurricane Maria though.,,,,,,,,,,,,,,,
3164694138,2017/11/15 4:52,[],0,0,Keen Report,951,13446,"Los Angeles, CA",5245,None,None,-1,@SenSanders Because the democratically controlled island has been improperly managed funds for decades and the elec‚Ä?https://t.co/xkFYC44bFs,,,,,,,,,,,,,,,
22179835,2017/11/15 4:12,"[u'Clearwater', u'Irma']",0,0,Scientology,73,93906,Los Angeles,118617,None,None,-1,".ScientologyVM's clear away tree branches and debris in front of #Clearwater City Hall, in the wake of #Irma. https://t.co/5c7e9Aqww4",,,,,,,,,,,,,,,
34095675,2017/11/15 4:10,[],0,0,Skyler Madison Ph.D.,937,1303,"Los Angeles, CA",688,None,None,0,How Climate Change Fueled Hurricane Harvey https://t.co/3JK6GOtx2P https://t.co/8hsVxhFTuF,,,,,,,,,,,,,,,
20105978,2017/11/15 4:09,[],0,2,Shah Selbe,1991,5672,"Los Angeles, CA",23489,None,None,1,Great use case for @gotenna mesh networks in helping to connect Puerto Ricans post-hurricane  https://t.co/4AVbLEXTRn,,,,,,,,,,,,,,,
4786292665,2017/11/15 4:06,[],0,0,Gasper,895,635,"Los Angeles, CA",1938,None,None,-1,Sorry I cleared your smokescreen of trivial innuendo meant to cover the true issues with my hurricane force winds c‚Ä?https://t.co/qMc6bBZz5C,,,,,,,,,,,,,,,
22545453,2017/11/15 3:56,[u'resilience'],2,2,RAND Corporation,1206,144589,"Santa Monica, California",35247,None,None,0,".@MelissaFinucane: For communities affected by hurricanes this year, investing in #resilience will be key. https://t.co/yFlk1sYRrj",,,,,,,,,,,,,,,
71393968,2017/11/15 3:31,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Adriana: https://t.co/dbCmcuJTab via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 3:30,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Ollie: https://t.co/ns1KHo88pt via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 3:29,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Eleanor: https://t.co/EOdSQhZtEq via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 3:28,[],0,1,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Patch: https://t.co/iYmbHapr32 via @YouTube,,,,,,,,,,,,,,,
15960033,2017/11/15 3:23,[],0,0,clover & sealife,670,3008,"Los Angeles, CA",139264,None,None,0,@animemoms Blaze is the biggest mystery to me on earth. Frost is literally just repackaged Blue Hurricane and no on‚Ä?https://t.co/RAU7E9JiiU,,,,,,,,,,,,,,,
71393968,2017/11/15 3:22,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Lolly - Female: https://t.co/ul3HeNhh4T via @YouTube,,,,,,,,,,,,,,,
4482244704,2017/11/15 3:22,[],1,1,trendpay,17,37,"Los Angeles, CA",259,None,None,0,DONATING ONE ITEM OF APPAREL FOR EVERY ITEM PURCHASED. DONATIONS WILL BE MADE TO SUPPORT EFFORTS TO PUERTO RICO REC‚Ä?https://t.co/uXPnws4b9M,,,,,,,,,,,,,,,
71393968,2017/11/15 3:20,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Piglet - Female: https://t.co/aJzQ4esbDm via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 3:18,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Bonita - male: https://t.co/f3xvVEuKlm via @YouTube,,,,,,,,,,,,,,,
300646874,2017/11/15 3:10,[u'GoogleAlerts'],0,0,baxter,1756,791,Los Angeles,9300,None,None,1,Close to Home Service Dog Is So Happy His Dad's Home After Helping Hurricane Victims This - https://t.co/426zoBGPEn #GoogleAlerts,,,,,,,,,,,,,,,
71393968,2017/11/15 3:08,[],0,1,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Maggie: https://t.co/USBjOJ1ueT via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 3:07,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey dog Sally: https://t.co/755xjKJKlY via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 3:05,[],1,2,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor King: https://t.co/mKA6mabCaB via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 3:03,[],0,1,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Lawson: https://t.co/tBkuTz6jnO via @YouTube,,,,,,,,,,,,,,,
19135516,2017/11/15 2:56,[],5,29,Quinn Cummings,2532,21586,Los Angeles,75166,None,None,-1,I CAN do something right now! You denied housing to your brothers and sisters after the hurricane until shamed into‚Ä?https://t.co/Qg8QB9rcc8,,,,,,,,,,,,,,,
71393968,2017/11/15 2:56,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Nyla: https://t.co/3WuSkC3Gjc via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 2:54,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Dolly: https://t.co/nrESbJoQud via @YouTube,,,,,,,,,,,,,,,
19135516,2017/11/15 2:54,[],3,38,Quinn Cummings,2532,21586,Los Angeles,75166,None,None,-1,"Here are some words, False Profit; you lied about being able to house hurricane-affected Houstonians until you were‚Ä?https://t.co/UORsZuaelM",,,,,,,,,,,,,,,
71393968,2017/11/15 2:53,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Cora: https://t.co/wZchYK5CpH via @YouTube,,,,,,,,,,,,,,,
19135516,2017/11/15 2:53,[],9,48,Quinn Cummings,2532,21586,Los Angeles,75166,None,None,-1,What's even better than caring? Not acting as if your megachurch is flooded after a hurricane so you don't have to‚Ä?https://t.co/6ZgNXUIXSa,,,,,,,,,,,,,,,
71393968,2017/11/15 2:52,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Daisy: https://t.co/enyajemzFm via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 2:51,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey survivor Martin: https://t.co/CbT3VYy8k1 via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 2:49,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,1,Hurricane Harvey Survivor Buddy: https://t.co/YIBDLO5kkF via @YouTube,,,,,,,,,,,,,,,
71393968,2017/11/15 2:45,[],0,0,The Rescue Train,414,1731,Toluca Lake,3319,None,None,0,The Rescue Train in Houston helping Hurricane Harvey Dogs: https://t.co/xEPOvYvhtf via @YouTube,,,,,,,,,,,,,,,
43204555,2017/11/15 2:36,[],0,0,Kahil Nettleton,117,52,"Sherman Oaks, CA",6053,None,None,-1,@pitbullracing32 @GQMagazine So...  About that million dollars Trump said he'd personally donate to help hurricane victims....,,,,,,,,,,,,,,,
2235157230,2017/11/15 2:34,[],0,0,Cynthia,820,609,"Marina del Rey, CA",36267,None,None,0,"@AymanM @JackieSpeier I want ALL of us &amp; PR to see bids and have say in companies doing hurricane repairs.
I want a‚Ä?https://t.co/AhvdB1curX",,,,,,,,,,,,,,,
7.06E+17,2017/11/15 2:02,[],0,4,Anna Hill,297,207,"Los Angeles, CA",550,"Place(_api=<tweepy.api.API object at 0x10cdbb3d0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10cdbb3d0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,mary and i did this zine for hurricane relief take a look if you can üê∂üê∂üê∂üê∂ https://t.co/Qjdoh8z3xD,,,,,,,,,,,,,,,
2829461701,2017/11/15 1:58,[],0,0,General Physics Lab,74,148,Los Angeles,57224,None,None,0,"Cellphone data reveals Hurricane Maria's impact on travel in Puerto Rico - +GENERAL PHYSICS ...

Nearl ...

https://t.co/XFTxun8HXw",,,,,,,,,,,,,,,
24251557,2017/11/15 1:53,[],0,1,Bill Funderburk,173,386,"Los Angeles, CA",4553,None,None,-1,"Shameful story of greed over need: The Lineman Got $63 an Hour. The Utility Was Billed $319 an Hour., via @nytimes https://t.co/tAfPvbkL67",,,,,,,,,,,,,,,
71393968,2017/11/15 1:27,[],8,5,The Rescue Train,414,1731,Toluca Lake,3319,None,None,-1,WE NEED YOUR HELP! There are 100s of pets left homeless by Hurricane Harvey living in a grocery store in Houston. W‚Ä?https://t.co/zLbahr0Bss,,,,,,,,,,,,,,,
25912403,2017/11/15 1:09,[],1,0,Torr Leonard,37,884,"Los Angeles, CA",97161,None,None,-2,"""What was apparent: Many nursing homes did not have enough food to last a week and did not know how long it would t‚Ä?https://t.co/U7IpEGJ3Aq",,,,,,,,,,,,,,,
22179835,2017/11/15 0:59,"[u'Clearwater', u'Irma']",2,2,Scientology,73,93906,Los Angeles,118617,None,None,0,.@ScientologyVM's work alongside local residents to remove collapsed awning at Drew Gas Express. #Clearwater. #Irma‚Ä?https://t.co/K3lbtCG2GJ,,,,,,,,,,,,,,,
326945431,2017/11/15 0:44,[],0,0,Chrix Lanier,195,224,Los Angeles,1697,None,None,1,I liked a @YouTube video https://t.co/Y4Ah6n7eyp The Opposition w/ Jordan¬†Klepper¬†- Puerto Rico's Hurricane Recovery: A 10 out of 10,,,,,,,,,,,,,,,
277170859,2017/11/15 0:34,[],0,0,Ernest A. Canning,1213,1039,"Thousand Oaks, CA",68332,None,None,0,Puerto Rico Seeks $94 Billion from Federal Gov‚Äôt for Hurricane Recovery https://t.co/3Rgxtrt7cy via @democracynow,,,,,,,,,,,,,,,
9.07E+17,2017/11/14 23:23,[],0,4,TeamSlothTheBestTeamEver,53,0,"West Hollywood, CA",6,None,None,1,@Pokediger1 Hey Poke my name is Isaac and I'm a survivor from Hurricane Ophelia I was watching your vids and the Hu‚Ä?https://t.co/vjq8siiq3X,,,,,,,,,,,,,,,
22545453,2017/11/14 22:53,[],3,4,RAND Corporation,1206,144589,"Santa Monica, California",35247,None,None,0,What conditions support or hinder resilience investment during disaster recovery efforts? @MelissaFinucane explains: https://t.co/2S9fjKjC2r,,,,,,,,,,,,,,,
