user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,happiness_index,tweets
479255182,11/15/17 07:07,[],0,0,Tom MARATHON*less,151,2336,"Orlando, FL",19044,"Place(_api=<tweepy.api.API object at 0x107f34bd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x107f34bd0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,-1,"I don‰Ûªt feel that way about any other season, I‰Ûªm not that guy. But with Osborne gone, I just don‰Ûªt feel strongly a‰Û_ https://t.co/KocCXtBHke"
479255182,11/15/17 07:06,[],0,0,Tom MARATHON*less,151,2336,"Orlando, FL",19044,"Place(_api=<tweepy.api.API object at 0x107f34bd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x107f34bd0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,-1,I miss Christmas at Disneyland so much already. Our holiday lineup in all of Orlando is garbage in comparison.
8.67E+17,11/15/17 07:05,[],0,0,Audio Mass Media Rev,0,2,"Los Angeles, CA",2745,None,None,0,_ÙÒ¢ Coming to Discovery!_ÙªâAlaskan Bush People Christmas Special: https://t.co/foVgCh93vx ___¡ @YouTube
911256547,11/15/17 07:05,[],0,2,Ryan,528,410,chi LA,4743,"Place(_api=<tweepy.api.API object at 0x107f34bd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x107f34bd0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,1,Friends and family already know but I've been deployed to the front lines in the war on Christmas :/
31457428,11/15/17 07:03,[u'AskingForAFriend'],0,0,Cookin By The Book,153,235,"Hollywood, CA",5727,None,None,0,Would it be weird to give your dealer a Christmas present? #AskingForAFriend
45611649,11/15/17 07:03,[],0,0,Twilight Lords,69,168,Los Angeles,454,None,None,0,Ken and Padraic at the Coffee Gallery Sun 11/19  | Ireland Registration Deadline | Christmas Concert more at https://t.co/jmnCANcNQU
170434591,11/15/17 07:02,[u'BoJackHorseman'],0,0,John Rael,266,923,"LA, CA",13996,"Place(_api=<tweepy.api.API object at 0x107f34bd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x107f34bd0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,"It's not too early for Christmas specials is it?#BoJackHorseman https://t.co/sQJc9Fi50h"
9.13E+17,11/15/17 07:01,[],0,1,Anti-antifascist,464,226,"Camarillo, CA",1739,None,None,0,@SkSlym @Eric_StrikerDS @ebolamerikwa Mine has gone up in value. $3+ship 8 years ago to I think $11. Books of $10k‰Û_ https://t.co/rQHhYQWZtE
248135355,11/15/17 06:59,[],1,0,Last Pirate in LA,3150,200778,"Downtown, Los Angeles",187894,None,None,2,Have my Christmas tree up.  Yes cause I been good this year _Ù÷_ have too
53631672,11/15/17 06:58,[u'upscalewithprentice'],4,3,eva,8725,10886,"Los Angeles, CA",6419,None,None,0,if you haven't seen #upscalewithprentice @The_A_Prentice you are missing out!!! check out this preview:‰Û_ https://t.co/sOltbEHqFC
36843312,11/15/17 06:58,[],0,4,Pwince,109,134,"Los Angeles, California",6818,None,None,0,He‰Ûªs on the varsity Christmas team! https://t.co/E4GeoXhLSu
8.95E+17,11/15/17 06:55,"[u'christmasgifts', u'christmasiscoming', u'christmasisalmosthere', u'christmas']",0,1,laura scott,414,243,"Los Angeles, CA",697,None,None,0,oh christmas bee https://t.co/PT1EIoFt3y #christmasgifts #christmasiscoming #christmasisalmosthere #christmas‰Û_ https://t.co/PJHJrteMQd
213927503,11/15/17 06:54,[],0,0,Haven Ballard,15,5,"Los Angeles, California",10,None,None,-1,Christmas is a month away and it's already stressing me out.
19145653,11/15/17 06:54,[],0,3,LettyB,1721,9992,"Los Angeles, CA",44308,None,None,0,"So, are we doing skinny trees now? Is this like the skinny jeans version of a Christmas tree? https://t.co/WMLQ7YjNS6"
1853683352,11/15/17 06:54,[],0,1,Dany,500,563,"Los Angeles, California",34725,None,None,0,Been listening to Christmas music for the past 3 hours. LIT
420763057,11/15/17 07:51,[],3,7,Katherine Kelly Lang,506,83526,"Los Angeles, California",23592,None,None,2,Long day shooting Christmas episode 2day. Always fun! Great show! @BandB_CBS @JohnMcCook44 @BBheathertom‰Û_ https://t.co/7PuDIy255L
19523724,11/15/17 07:48,[],0,0,sammy,428,207,"Los Angeles, CA",8661,None,None,1,"Dear boyfriends of the past, present, and future: I'm sorry Christmas is just an excuse for me to nudge you from boyhood to manhood."
173092240,11/15/17 07:48,[],0,0,rhiley lauren mccrae,927,498,Los Angeles,347,None,None,0,Christmas is coming .. _Ùèâ
168259289,11/15/17 07:46,[],0,1,Rich Carrillo,89,144,"Los Angeles, CA",3919,None,None,1,everyone i know is getting Cards Against Humanity for Christmas this year. your welcome
18603472,11/15/17 07:45,[],0,0,Brittannabis,640,715,LA,10055,None,None,1,"For real though, everyone is getting heating pads and arch supports for Christmas. Bandaids and sunscreen for the kids."
36209813,11/15/17 07:45,[],0,0,kristine barlis,219,132,Los Angeles,5060,None,None,0,What I want for my bday/christmas is something I wish I had the time to start rn
17741022,11/15/17 07:40,[u'itsbeginningtolookalotlikechristmas'],0,0,Carey,826,613,"West Hollywood, CA",8345,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,"The Grove is a little ahead of the Christmas curve. LOL 'Tis the season! #itsbeginningtolookalotlikechristmas Mor‰Û_ https://t.co/qjwUddPmUv"
248137881,11/15/17 07:37,[],0,1,B.,431,344,"Los Angeles, CA",14672,None,None,0,We need Christmas socks @jrubio1294 bebe‰ù_‰ù_‰ù_ https://t.co/4YUAYe7W2y
8.93E+17,11/15/17 07:34,[u'MAGA'],2,2,NRIUSA2866,3315,816,"Los Angeles, CA",24746,None,None,2,@SusanStormXO Thank you Susan. Merry Christmas _Ù_ã to you and family! GOD Bless AMERICA_Ù÷_#MAGA
17741022,11/15/17 07:34,[u'JusticeLeague'],0,0,Carey,826,613,"West Hollywood, CA",8345,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,1,"Thanks for the tickets to the #JusticeLeague private screening, @BBBSLA! Alan and I had a blast. It's beginning to‰Û_ https://t.co/W5GzEfmxI0"
7.21E+17,11/15/17 07:23,[],0,0,Mercalli Swave,735,359,"Los Angeles, CA",7663,None,None,0,1973 Franklin Mint Christmas Tree Proof Silver Coin Medallion (6352) https://t.co/aUA9jZXB9j
497668777,11/15/17 07:14,[],0,0,mah-tay-uh,175,389,Los Angeles ,9862,None,None,2,Im finally gonna have a cold snowy christmas and I‰Ûªm too excited _Ù_Ñ
229576116,11/15/17 07:13,[],0,0,Grant W. Graves,2203,1746,"Santa Monica, CA",63265,None,None,0,The Coast Guard's Gift Ideas For 12 Nautical Days Of Christmas ‰ÛÒ gCaptain https://t.co/IfdAIQDJY3
8.47E+17,11/15/17 06:53,[],0,0,Milly Mulder,176,252,"Los Angeles, CA",1200,None,None,1,Officially got some Halloween pics up on my Facebook just in time for Christmas
53245835,11/15/17 06:52,[],1,1,Angela Cartwright,264,3573,"Los Angeles, California",1627,None,None,0,When you‰Ûªre going to read The Night Before Christmas with an full orchestra. You need Karen‰Û_ https://t.co/Flb0K0SkIT
36802642,11/15/17 06:48,[],0,0,Neta-lee Noy,242,125,"Los Angeles, CA",1708,None,None,0,@TheFreyLife _ÙªÜ_ÙèÈ‰Ûç‰ªÛ•üèHi there! I‰Ûªm that annoying social worker asking the questions at my skilled nursing facility. So‰Û_ https://t.co/r2GTt55uqX
177794834,11/15/17 06:43,[],0,0,Brian McCloskey,1452,908,"Santa Monica, CA",7193,None,None,1,Noodle 'n' the band are rehearsing Christmas songs tonight....And doesn't my hair look great? https://t.co/3SLwHgOj8Z
4853273406,11/15/17 06:42,[u'HintHint'],0,4,Nina Shaudy Music,1430,396,"Los Angeles, CA",827,None,None,0,Adding to my Christmas gift list #HintHint https://t.co/wVjquXB2oz
7045962,11/15/17 06:42,[],0,0,Rob Holmes,196,7421,"Marina del Rey, CA",16994,None,None,0,"Technically, wouldn't the first Christmas have been when he turned a year old? https://t.co/z0PIiwSOQ7"
104650279,11/15/17 06:41,[],0,3,KOST 103.5,1329,13611,"Los Angeles, CA",29046,None,None,0,Mariah Carey‰Ûªs Animated ‰Û÷All I Want For Christmas‰Ûª Is Out Today https://t.co/m3flTbTbFL
4069260679,11/15/17 06:38,"[u'dreambigprincess', u'christmas', u'happiestplaceonearth']",0,0,Everleigh McDonell,483,415,"Los Angeles, CA",951,None,None,0,Dreaming big at disneycaliforniadventure #dreambigprincess #christmas #happiestplaceonearth _ÙÎÙ_Ù_ã‰ù_•üè‰Û_ https://t.co/Hi9qYHeaPj
111159289,11/15/17 06:38,[],0,1,Shaya Tayefe Mohajer,3503,3542,"Los Angeles, CA",23537,None,None,0,the adult version of shaking-a-box at Christmas to guess what Santa brought is shaking your CB2 catalogs for stray‰Û_ https://t.co/u8SYa82Kn7
248862634,11/15/17 06:36,[],1,8,DeVon Franklin,10895,106232,"Los Angeles, CA",46837,None,None,1,I feel like it‰Ûªs Christmas everyday with @meagangood _Ù_©_Ù_©_Ù_©! Here‰Ûªs a few more shots from the‰Û_ https://t.co/C9CUSpxQQ0
368799757,11/15/17 06:35,[],0,0,ana,160,176,"Los Angeles, CA",6274,None,None,0,Searching for a specific type of Christmas lights for over an hour &amp; still NO luck _Ùªã
1323887185,11/15/17 06:34,[],2,3,ztna,242,535,,20069,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3134f9d2892d2685.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.378926, 33.893614], [-118.31335, 33.893614], [-118.31335, 33.934522], [-118.378926, 33.934522]]]), contained_within=[], full_name=u'Hawthorne, CA', attributes={}, id=u'3134f9d2892d2685', name=u'Hawthorne')",None,2,"I•üè love this weather and Christmas spirit lowkey, just wanna get some coffee again"
159492402,11/15/17 06:34,[],0,0,MaryJ,483,639,"Los Angeles, CA",9725,None,None,1,@Maybeee_Jadeeee That's what I want for Christmas some sneakers whichever are cute lol
241058109,11/15/17 06:30,[],0,7,x e h a n o r t,603,407,"Koreatown, Los Angeles",8830,None,None,0,"Buying whitneys Christmas presents now since footlocker like giving me the goods, so baby girls like gone get it"
2493256926,11/15/17 06:29,[],0,0,Zebediah Diffin,350,174,"Los Angeles, CA",513,None,None,0,"As an adult, staying up until midnight to see that paycheck hit my bank account is the equivalent of being a child‰Û_ https://t.co/XXw9yKChYV"
1429836643,11/15/17 06:29,"[u'ChristmasMusicStars', u'RT', u'ChristmasAroundTheWorld', u'MusicCD', u'Sweden']",0,0,Russ Neibert,1424,619,"Los Angeles, CA",2929,None,None,0,#ChristmasMusicStars available now at https://t.co/KPGLQ2aBrn #RT #ChristmasAroundTheWorld #MusicCD #Sweden‰Û_ https://t.co/KZetN4Gfzs
15978244,11/15/17 06:28,[],1,4,Steve Hofstetter (Reno 11/16-11/18),3508,153912,"Los Angeles, CA",20569,None,None,0,"Or Shelton (Mary, mistress of Henry VIII). Or actor in The Ridiculous 6 (Taylor Lautner). Or voice actor in Angry B‰Û_ https://t.co/eVJpDSp1Yz"
1464320268,11/15/17 06:28,[],0,1,Daniel,2186,8377,"Los Angeles, CA",38901,None,None,0,39 days till Christmas _Ù_ã
48154043,11/15/17 06:28,[],0,0,Jocelyne,740,279,"Los Angeles, CA",25673,None,None,1,Tonight is Lighting of the Circle at the mount and I‰Ûªm getting major feeeels. My campus is already beautiful as it‰Û_ https://t.co/syH4s9vZiO
7.15E+17,11/15/17 06:27,[],0,0,GrandmaGibby,2192,1992,Los Angeles California,9038,None,None,0,The best Christmas gifts for graphic designers - https://t.co/7ItWhlGL0Z
339483914,11/15/17 06:27,"[u'holiday', u'holidays', u'holidayseason', u'thanksgiving', u'turkeyday', u'christmas', u'nye']",0,0,Fatburger Burbank,532,126,"Burbank, CA",397,None,None,1,Holiday hours #holiday #holidays #holidayseason #thanksgiving #turkeyday #christmas #2017 #nye‰Û_ https://t.co/uQ1vTbzNG2
8.15E+17,11/15/17 06:26,[],0,0,Susan Doyle,2507,2305,"Los Angeles, CA",30668,None,None,0,But I dont want to wait....bedtime story NOW @MotherJones  PLEASE....make tonight like Christmas and having to wait‰Û_ https://t.co/je8GYLES5v
2736569305,11/15/17 06:23,[],0,0,lil sarcasm,382,719,"Los Angeles, CA",55636,None,None,0,I want a gameboy advance SP for Christmas with PokÌ©mon fire version
636464378,11/15/17 06:23,[u'parupahpumpumped'],0,0,Chris Dingess,647,2962,Los Angeles,3726,None,None,0,Is Christmas coming up?  You'd never tell by the commercials. #parupahpumpumped
34264601,11/15/17 06:21,[u'NoMooreRoy'],0,0,Caroline O'Neil,2705,1666,"Los Angeles, CA",26563,None,None,1,@TheRoot This white person is giving everyone on my Christmas list a Keurig and Kpods.  #NoMooreRoy
905141479,11/15/17 06:20,[],0,0,WP By Hand,1709,841,"Agoura Hills, CA",1371,None,None,0,"@WoodNHanger The real question is, what do these lovely candles smell like! We bet they smell like Christmas!! _Ù_É_Ùè__Ù___Ùè__Ù_ã_Ù_Å"
113253511,11/15/17 06:17,[],3,3,ZoEY's DADDY,1635,2334,,95543,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3134f9d2892d2685.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.378926, 33.893614], [-118.31335, 33.893614], [-118.31335, 33.934522], [-118.378926, 33.934522]]]), contained_within=[], full_name=u'Hawthorne, CA', attributes={}, id=u'3134f9d2892d2685', name=u'Hawthorne')",None,0,"I don‰Ûªt really care about thanksgiving and Christmas knowing the real meaning these crackers made it up, but the fa‰Û_ https://t.co/3v5uJCWT64"
8.47E+17,11/15/17 06:16,[],0,0,Jessyka,132,37,"Los Angeles, CA",851,None,None,0,@thisisinsider Christmas gifts tho @thatssoyenni
170459984,11/15/17 06:15,[],0,0,Ashot Stepanyan,392,810,"Los Angeles, CA",2518,None,None,0,Check out UGLY XMAS CHRISTMAS SWEATER Vacation Santa Elf Novelly Red Women Men Sweatshirt  https://t.co/qvlSwxL9mB via @eBay
2359089788,11/15/17 06:12,[],0,0,Abel,159,31,LA,3931,None,None,1,"I HAVE DECIDED.For Christmas,I am buying myself a ticket to see Lorde."
3224665404,11/15/17 06:12,[],0,0,Chelsey Maus,116,35,"Los Angeles, CA",78,None,None,1,Peppermint mocha creamer in my coffee is the closest thing I‰Ûªll get to Christmas for the next week
9.28E+17,11/15/17 06:11,[],0,0,Rita Elkaddoum,111,3,"Los Angeles, CA",6,None,None,2,Christmas is already up at my house! Who‰Ûªs joining me in the holiday spirit? @ninadobrev @paulwesley‰Û_ https://t.co/TrVY1pBrN1
185370576,11/15/17 06:11,[],0,1,LAUREN SPEARS,2175,61499,"Los Angeles, CA",53955,None,None,1,This uber driver is playing christmas music and instead of being pissed I‰Ûªm dancing like a psycho. If there were gl‰Û_ https://t.co/Bfi6zHUlk4
8.54E+17,11/15/17 06:09,[],0,1,Sabri,1531,113,"Los Angeles, CA",121,None,None,0,These are most of the stuff we will be giving away as a thanksgiving/early Christmas gift. INBOX me for details ‰Ï¬‰Ï¬ https://t.co/Nr92VRv1q6
221270075,11/15/17 06:09,[],0,0,Tiffany V. Bradshaw,961,1210,"Los Angeles, CA",28305,None,None,0,How to Make Your Last Name Plural This Christmas Season https://t.co/c5hQsB0ElI
585002060,11/15/17 06:06,[u'trump'],0,0,Calamity Cole,1024,197,Los Angeles,340,None,None,1,TRUMP CHRISTMAS CARDS ARE COMING!! I will be doing a series of Christmas cards #trump style this‰Û_ https://t.co/0MkKTA4tub
719483634,11/15/17 06:05,[],0,0,Lizzy Frauchiger,154,105,lax,440,None,None,1,Hey Clarke friends (this was the easiest way to reach you lovely folks) I'm struggling to get tickets for blessed C‰Û_ https://t.co/YZmrQCNMyU
497668777,11/15/17 06:03,[],0,3,mah-tay-uh,175,389,Los Angeles ,9862,None,None,0,"*gets the company credit card* supervisor: can you go to target? just get whatever you think we need.me: *buys ch‰Û_ https://t.co/LKgYRDrIzp"
8.15E+17,11/15/17 06:02,[],1,4,Carl Hasting,721,578,"Los Angeles, CA",7757,None,None,0,Even Hannity sees the writing on the wall. Losing 75% of your sponsors will do that to you. Let's all send him Kuer‰Û_ https://t.co/xuNqfYLPLM
320439773,11/15/17 06:00,[],0,2,Harry Frishberg,294,745,"Los Angeles, CA",3377,None,None,0,"When I find someone who hasn‰Ûªt seen The Prestige or Matchstick Men, it‰Ûªs like Christmas. https://t.co/Pgk5z0lLZy"
4913543196,11/15/17 05:59,[],0,0,PLAIN JANE.,526,955,"Los Angeles, CA.",46844,None,None,-1,"I•üè lost my weed kit, so for Christmas if anyone would like to get me a small bag to replace I•üèt that would be nice."
489995654,11/15/17 05:58,[],0,0,Ronny Pascale,15244,22941,"Los Angeles, CA, United States",9352,None,None,0,"You ready for a new Christmas classic? My roommate made this. Help get him famous? https://t.co/MWENvByFd8"
7.02E+17,11/15/17 05:56,[],7,40,Jacob Sartorius,45880,42360,VA / LA,536,None,None,1,Love Christmas time _Ù÷ç
15663407,11/15/17 05:56,[],0,0,Frozen Royalty,2133,8141,"Los Angeles, CA",66188,None,None,0,"@cableguy160 Premature. If this was Christmas, maybe."
1199621532,11/15/17 05:54,[],0,0,brown suga,612,445,"Los Angeles, CA",16767,None,None,0,who‰Ûªs tryna match with me while we watch christmas movies &amp; eat cookies? https://t.co/sDSAQ9cS50
359143401,11/15/17 05:53,[],0,1,Daniel Kim,941,302,"Burbank, CA ",4808,None,None,1,It's beginning look like a Christmas. Can't believe Christmas is around the corner...‰Û_ https://t.co/Rrvl1mQpr6
173724945,11/15/17 05:53,[],1,0,ThatsMyEntertainment,9259,78986,"Los Angeles, CA",35881,None,None,0,"The Animated Holiday Classic ‰Û÷A Charlie Brown Christmas‰Ûª Airs Thursday, November 30, on the‰Û_ https://t.co/7djD7SKtVn https://t.co/KOtap5WmPD"
713646451,11/15/17 05:51,[],0,2,Andrew Castro,197,208,"Los Angeles, California ",4619,None,None,0,So my little brother is asleep and just sat up and told me ‰ÛÏthere‰Ûªs nothing for Christmas‰Ûù and had the creepiest sm‰Û_ https://t.co/COJaeaZ12u
350671414,11/15/17 05:49,[],0,0,$hawnaLocc,144,209,"Los Angeles, CA",29714,None,None,2,@NAHnotTerrica Man I spent a lot already I was excited for Christmas now I can‰Ûªt wait till it‰Ûªs over lol
1514254490,11/15/17 05:49,[],0,1,lil thotty,80,117,"Los Angeles, CA",598,None,None,-2,"Me: ""are you a big Christmas person?""Juliana:""my scarf is red..."" wtf bitch"
1265714556,11/15/17 05:47,[],0,5,Justin,277,247,"Northridge, Los Angeles",2310,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,1,it‰Ûªs finally time for merry christmas lil mama
104650279,11/15/17 05:47,[],1,2,KOST 103.5,1329,13611,"Los Angeles, CA",29046,None,None,0,@EVEL951 @smartfinal Here‰Ûªs all the locations we‰Ûªll be at: https://t.co/5XrEn15Ohd
1616029856,11/15/17 05:47,[],0,2,Emma Specter,429,518,"Los Angeles, CA",1959,None,None,0,‰ÛÏchristmas wrapping‰Ûù by the waitresses rules bc it‰Ûªs about a yearlong horniness that gets nicely resolved at the holidays
64678664,11/15/17 05:45,[],0,0,Mickey,590,1449,"Los Angeles, CA",9281,"Place(_api=<tweepy.api.API object at 0x1065b4b90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x1065b4b90>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,Is it too early to start playing Christmas songs _Ù_ã_Ù_Å? Baby it's cold outside
142575652,11/15/17 05:45,[],1,5,Chris Hackney,260,1009,Los Angeles,12975,None,None,1,"*Turns on Christmas music radio station*Yes...Yes, I need this...Good, goooooooooood... https://t.co/oRRd13D7zu"
