user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,tweets,happiness_index
247938138,2017/11/16 5:09,[],0,0,Deborah Schuch,238,80,"Calabasas, CA",23287,None,None,Analysis | ‘Why aren't the other hands up?...A top Trump adviser's startling response to CEOs not doing what he'd... https://t.co/5JvYE1OUgj,-1
195610523,2017/11/16 5:07,[],0,0,BRIAN FUNNAGAN,4960,2645,LOS ANGELES,179912,None,None,"“You Can't Go Any Lower... Inside the West Wing, Trump Is Apoplectic as Allies Fear Impeachment https://t.co/uLbWHldUmW",-1
8.51E+17,2017/11/16 5:07,[],0,0,CA Process Service,4995,675,"Los Angeles, CA",65931,None,None,Silence from Trump as Moore-Alabama storm grows louder https://t.co/7pVqVPYdNp https://t.co/thljC8dZwW,0
20602461,2017/11/16 5:07,[],0,0,Pray for our country,2955,3441,"Redondo Beach, CA",7841,None,None,Bernie Claims Trump Is Turning America Into A Dictatorship https://t.co/PomA42n9aP https://t.co/5bJgjHhBS4,-1
19789347,2017/11/16 5:07,[],0,0,Mitch Chase,2379,849,"Los Angeles, CA",13021,None,None,How Trump walked into Putin's web https://t.co/Dn6dBGIdVK,0
328850362,2017/11/16 5:06,[],0,0,John J Nazarian,190,811,"Beverly Hills, Ca",46505,None,None,@ABC America loves Trump!,2
271706439,2017/11/16 5:06,[],0,0,Natalia,405,229,Los Angeles,8420,None,None,"@soledadobrien @PapaJohns @PapaJohns you paid a high price for not getting that when the players kneel to protest,...https://t.co/8tpuzMXkLx",-1
38232159,2017/11/16 5:06,[],3,5,themocollins,995,9883,Los Angeles,12016,None,None,A complete atrocity. No reason for this other than a hateful trump admin. I completely stand against this. trump is...https://t.co/T3WQlXJuCO,-2
66283629,2017/11/16 5:05,[],0,0,Christophe,309,320,Los Angeles,10496,None,None,@eyemsimone @JoeMon49 @zachhaller @SenSanders You're blaming Trump for Congress's obstruction by the same cronies “�?https://t.co/vFnaFZgxTz,-1
315577705,2017/11/16 5:04,[],4,8,Paul Lander,40360,41807,Tarzana CA.,67098,None,None,"Christopher Steele believes his dossier on Trump-Russia is 70-90% accurate
And, reads like a real pisser",0
232066157,2017/11/16 5:04,[],0,0,Timothy H LaForge,279,50,Los Angeles,2822,None,None,"Gross getting grosser.
We're in the midst of America's global downgrade.
This isn't the biggest part of that proces...https://t.co/sM69ddRt2p",-1
16784724,2017/11/16 5:04,[],0,0,thebishopgame,244,472,"Los Angeles, CA",9734,None,None,"Ok, this is cartoonishly evil. https://t.co/l6L2hQeWsm",-1
3479325072,2017/11/16 5:04,[],0,2,Angela Griffith,5002,3567,"Los Angeles, CA",1364,None,None,It's actually hard to believe how naive (or dumb) the failing Donald Trump is..... https://t.co/WlCFVp21ZK,-1
609484227,2017/11/16 5:04,"[u'FightOn', u'USC']",0,0,Fight On Trojans!,1148,1986,"Los Angeles, CA",31389,None,None,#FightOn #USC https://t.co/dTcXuYVOvq Silence from Trump as Moore-Alabama storm grows louder,0
208694606,2017/11/16 5:04,[],0,0,Miguel A Nunez Jr,12335,34323,"Studio City, Los Angeles",3812,None,None,@ACooperCMUNCE Trump is silent because he knows the floodgates will open on his accusers. He's has already admitted...https://t.co/oE0r4q8TZ4,0
8.58E+17,2017/11/16 5:03,"[u'ANALYSIS', u'China', u'Xi']",0,0,Breaking News,6175,53144,"Los Angeles, CA",50870,"Place(_api=<tweepy.api.API object at 0x06E174D0>, full_name=u'Los Angeles, CA', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x06E174D0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], country_code=u'US', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,"#ANALYSIS: Despite the pomp and circumstance, Pres. @Trump left #China with no real concessions from #Xi over trade...https://t.co/B5kSqs7Ptm",0
134205718,2017/11/16 5:03,[],0,0,C. J. Lee,668,241,Los Angeles,14675,None,None,Poll Shows Voters Think Tax Reform Would Benefit Trump https://t.co/aZV7RipXde,0
22716731,2017/11/16 5:03,[],0,0,Gerry Moylan,1860,1178,Los Angeles,19079,None,None,Because @realdonaldtrump is a fucking asshole. https://t.co/ENvLbFFiMt,-2
3362762894,2017/11/16 5:03,[],0,0,oNe HuNDrEd %,52,8,"Torrance, CA",1877,None,None,"@realDonaldTrump DOES DONALD TRUMP SPEAK
AGAINST
CHILD MOLESTERS THO??
🍿",-1
357855989,2017/11/16 5:02,[],1,0,Daily Breeze,524,39308,"Torrance, CA",46512,None,None,Silence from Trump as Moore-Alabama storm grows louder https://t.co/6wvut3YWNP https://t.co/lpVq0DweV7,0
299819811,2017/11/16 5:02,[],0,0,Sidney Iwanter,542,76,Los Angeles,12947,None,None,The Trump Admin is like a never ending tsunami of shit that just keeps on coming. https://t.co/nELDRhZBJA,-2
19000573,2017/11/16 5:02,[],0,1,Alex Muniz,310,658,Los Angeles,82532,None,None,"@rohitguptahpf @CarlPaulus @xenocryptsite I'm 70% seeing this, but 30% thinking there will be some discrediting of...https://t.co/VRriiArJb1",0
7.45E+17,2017/11/16 5:01,[],0,0,Allan Dewey,117,10,"Los Angeles, CA",262,None,None,@FoxNewsInsider @JonathanTurley @EspaillatNY @RepCohen @RepMarciaFudge Trump better hope the Republicans can hold b...https://t.co/LtFGH8GmsB,0
2466899838,2017/11/16 5:00,[],1,1,Blavity,30646,210904,"Los Angeles, CA",59546,None,None,"Three UCLA basketball players jailed in China for shoplifting return home, apologize and thank Trump for the assist...https://t.co/Vm0Wve4nQF",0
19000573,2017/11/16 5:00,[],0,2,Alex Muniz,310,658,Los Angeles,82532,None,None,@rohitguptahpf Trump approval sucks now!,-1
266296056,2017/11/16 4:59,[u'trump'],0,0,DR,1837,392,Los Angeles,9625,None,None,"@Bobblespeak He's holding $50 bucks. That's it. Yet it's a greedy metaphor for the entire #trump administration. A 
pox on all their houses.",-1
238253819,2017/11/16 4:59,[],4,24,John Levenstein,1009,20612,Sherman Oaks,40765,None,None,"Sure, the way Trump drank water was odd. But the terrifying part was when he thought there wasn't any water and almost murdered us all.",-1
7.90E+17,2017/11/16 4:59,[],0,0,Turntablist Mr.Gomez,85,14,"Los Angeles, CA",1273,None,None,"@TheJuanWilliams Jaun your an idiotic pinhead for saying you give a ""D"" to President Trump for his Asia trip. If it...https://t.co/kIF7h82i9m",-1
8.91E+17,2017/11/16 4:59,[],0,0,Paolo Protti,63,23,"Los Angeles, CA",111,None,None,"My twitter consists of three things: tweets only Ashley finds funny, angry at a specific person tweets, and trying...https://t.co/crHzfg27cc",0
8.29E+17,2017/11/16 4:58,[],0,0,Real Times,732,576,"Beverly Hills, CA",10087,None,None,"@OverclocktRobot @ModerationInXS @arappeport @lrozen Here's a fine Gop candidate{when tRump pardons him}: 
https://t.co/g0a0E094Dg",0
8.15E+17,2017/11/16 4:58,[],2,3,Carl Hasting,765,598,"Los Angeles, CA",7801,None,None,Trump's attorneys are begging him not to touch this Roy Moore situation. His own lurid past is fair game once he do...https://t.co/4moiimMF0m,0
7.79E+17,2017/11/16 4:58,[u'BuildTheWall'],2,2,Baseless22,862,642,"Los Angeles, CA",24441,None,None,@realDonaldTrump #BuildTheWall!!! We are waiting President Trump,2
7.84E+17,2017/11/16 4:57,"[u'ClipTrends', u'VideoTrends', u'Apple_News', u'Charles_Payne', u'Fox_Business']",0,0,ClipTrends,7,5752,"Los Angeles, CA",63690,None,None,UCLA players thank Trump after release ... - #ClipTrends #VideoTrends # #Apple_News #Charles_Payne #Fox_Business...https://t.co/MkQCh5FEDC,0
4858968249,2017/11/16 4:57,[],0,0,Kevin Crowell,552,169,"Los Angeles, CA",4587,None,None,@joey_desmarais @StephenAtHome @realDonaldTrump Yea Trump definitely isn't a predator lol but I know the Dems want...https://t.co/AZaD7wZ1Wy,0
55463505,2017/11/16 4:57,[],0,1,Jason Smith,366,22640,"Los Angeles, CA",42315,None,None,"Pretty sure the TMZ guy asked LaVar Ball if he was ""going to go see Trump at the White House in New York City."" Oh...https://t.co/z5gDTXY4EB",0
49240918,2017/11/16 4:57,[],0,0,Dumb Luck Nick,638,1300,"Los Angeles, CA",11213,None,None,@Drawn2Write @FoxNews @LindseyGrahamSC You keep living in the past porkchop. I'll be living in the present where De...https://t.co/hbdvTaGB6T,0
451819288,2017/11/16 4:56,[],0,0,alex petosa,429,271,"Los Angeles, CA",1939,None,None,"Andddd this is what our tax dollars are going to. Trump propaganda sizzle reels. 3 more years, people. https://t.co/rjiARkEX16",-1
457121458,2017/11/16 4:56,[],0,2,Blk Priest,609,1852,Los Angeles,24087,None,None,No one can convince me that Melania's pussy ever got wet for Trump.,-1
517217327,2017/11/16 4:56,[],0,0,Adoption Revolution,4,22,Los Angeles ,9402,None,None,"tump just rolled back the Obama administration's  laws to outlaw ivory trade...

If you voted for him and you... https://t.co/AVAxfP7l3s",0
8.56E+17,2017/11/16 4:56,[],0,0,rosie gee,176,10,"Burbank, CA",1605,None,None,@RobertL45214333 @realDonaldTrump He and jared sd REPUBLUCANS ARE STUPID AND THEY LAUGHED.. Repubs r his puppets &amp;...https://t.co/R8UTycnfvl,-1
3911239745,2017/11/16 4:56,[],4,12,Perez,685,103196,"Los Angeles, CA",72040,"Place(_api=<tweepy.api.API object at 0x06E174D0>, full_name=u'Los Angeles, CA', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x06E174D0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], country_code=u'US', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,Sensational marketing!! https://t.co/HJPLPITSNa,1
40250791,2017/11/16 4:55,[],0,0,Bro.William Robinson,148,86,"Los Angeles, Ca.",4252,None,None,TRUMP ranted a list of fantasy achievements like an ESCAPED MAD MAN from Alice in Wonderland. TRUMP is a FAKE presi...https://t.co/zw1mSFFxo4,-1
2766925880,2017/11/16 4:55,[],0,0,GetPaulHoward,805,405,"Los Angeles, CA",5177,None,None,Anderson's face says it all.... WTF is happening with Trump?: https://t.co/2G8ZMkTyum via @YouTube,-2
111639507,2017/11/16 4:55,[u'NeedtoImpeach'],0,0,Penny Framstad,31,50,"Los Angeles, CA",38,None,None,We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer's petition demanding Congress impeach Trump. https://t.co/fT6ADrjerL,-1
16024174,2017/11/16 4:54,[],0,0,David Goldstein,548,953,"Los Angeles, CA",2156,None,None,“Mistakes were made at the Mansion murders on both sides...- Trump's inevitable quote,-1
7.57E+17,2017/11/16 4:54,[],1,3,Joaquin Jeung,361,332,"Los Angeles, CA",10994,None,None,"@washingtonpost TROPHY HUNTERS CAN NEVER KILL ENOUGH ANIMALS TO COMPENSATE FOR THEIR ""ERECTILE"" SHORT COMINGS. DONA...https://t.co/ogj5UdJVJT",-1
3098382247,2017/11/16 4:54,[],0,0,MCR,94,118,,5548,"Place(_api=<tweepy.api.API object at 0x06E174D0>, full_name=u'West Hollywood, CA', url=u'https://api.twitter.com/1.1/geo/id/1927193c57f35d51.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x06E174D0>, type=u'Polygon', coordinates=[[[-118.3959042, 34.075963], [-118.3433861, 34.075963], [-118.3433861, 34.098056], [-118.3959042, 34.098056]]]), contained_within=[], country_code=u'US', attributes={}, id=u'1927193c57f35d51', name=u'West Hollywood')",None,Editorial Cartoons on Donald Trump | Cartoons | US News https://t.co/mGnNOxBCUn,0
499605929,2017/11/16 4:54,[],0,0,Villa Azarmehr,4854,4281,"Los Angeles, CA",33620,None,None,"⚡️ “Ivanka Trump says there's 'no reason to doubt' Roy Moore's victims...
https://t.co/KtKtPqWI6Y",0
43497473,2017/11/16 4:54,[],1,2,Jennifer Hall Lee,3560,3783,"Los Angeles, CA",26088,None,None,Impeachment needs to happen. Trump is unfit for Potus. He is damaging our country. @RepJudyChu @AdamSchiffCA  https://t.co/RuYXXZS4Dk,-1
15012582,2017/11/16 4:54,[],0,0,timorourke,948,398,"Los Angeles, CA",7171,None,None,Trump is quiet on Roy Moore out of Professional courtesy,0
36228641,2017/11/16 4:54,[],0,0,Devi Bea,430,3458,Los Angeles,1559,None,None,@StephenAtHome When I think about you . . . I touch my elf.  Trump https://t.co/Qmt4SltgsH,1
24746866,2017/11/16 4:54,[u'BackInBlack'],0,0,Old Lady Brand,2344,383,"Manhattan Beach, CA",6315,None,None,"""The only serving Trump has ever done is divorce papers"" great line #BackInBlack @TheLewisBlack @TheDailyShow",-1
50289387,2017/11/16 4:53,[],0,0,bunnie jatkowski,2101,1167,Los Angeles,32341,None,None,Is this the point where we say there is no floor that is below the of decency of this Trump's Republican America Ca...https://t.co/8d7TyHb6vi,0
393601278,2017/11/16 4:53,[],0,0,R. Charles Wilkerson,800,244,"Burbank, CA",5080,None,None,@davidfrum Happy Wednesday under the Trump administration,1
271706439,2017/11/16 4:52,[],0,0,Natalia,405,229,Los Angeles,8420,None,None,@Tottspur69 @KevinMKruse The real Trump villains are scarier than the fiction ones.,-2
2514948426,2017/11/16 4:52,[],0,0,Reentje Kay,581,299,Los Angeles,5858,None,None,Here's a helpful reminder that the Donald Trump pee tape is probably real https://t.co/70k2JY3gZi via @theavclub  Tinkle or trickle down?,1
237969525,2017/11/16 4:52,[],0,4,Karri-Leigh,2423,4692,Los Angeles,15568,None,None,"Donald Trump waking up each day, scrolling Twitter and remembering he's @POTUS. https://t.co/TLfeC0urMK",-1
25473055,2017/11/16 4:52,[],0,0,Michele Jusko,1523,369,Los Angeles,1616,None,None,@cadillaccannon @realDonaldTrump You read my mind!  Seems that is way Trump runs government.,1
8.58E+17,2017/11/16 4:52,[u'Hydration'],1,2,Breaking News,6175,53144,"Los Angeles, CA",50870,"Place(_api=<tweepy.api.API object at 0x06E174D0>, full_name=u'Los Angeles, CA', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x06E174D0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], country_code=u'US', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,"https://t.co/QN4dwy3HWk #Hydration is key in US politics 🚰 

_https://t.co/5VsXe9kUDl @newnewspage",0
7.45E+17,2017/11/16 4:51,[],0,0,Allan Dewey,117,10,"Los Angeles, CA",262,None,None,@UnfilteredSE @secupp Wasn't Clinton impeached over this? Wasn't it brought up stupidly just last year during the e...https://t.co/Q3q1O0USGg,0
26917479,2017/11/16 4:51,[],0,0,Kit,41,40,,5777,"Place(_api=<tweepy.api.API object at 0x06E174D0>, full_name=u'Los Angeles, CA', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x06E174D0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], country_code=u'US', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,@Susan_MAGA2017 @skolanach @MooreSenate Donald Trump is good friends with Epstein. Trump has Epstein in his black b...https://t.co/HMmyx0l7fk,0
430592393,2017/11/16 4:51,[],0,0,Bill Perry,94,21,"Westlake Village, CA",3911,None,None,@tonyschwartz No Trump is not a coward way smarter and more ehical than you.,0
3269979985,2017/11/16 4:50,[],0,0,Kent Christensen,305,141,"Los Angeles, CA",2679,None,None,"Moore Needs to step out of Senate Race, Trump's 12 Day Water Break (Chat 11-15-2017) https://t.co/k7YfD1lfyN",0
45242267,2017/11/16 4:50,[],0,0,Andrea Buchanan,147,1119,Los Angeles,638,None,None,@JoshSchwerin The lowest form of humanity is a trump! Nothing lower,-2
2984509334,2017/11/16 4:50,[],0,0,Joan Rodman Ph. D,762,347,"Santa Monica, CA",606,None,None,Sign the petition: Tell the Senate to reject Trump's nomination of climate denier Kathleen Hartnett White https://t.co/uIbq1sHbwZ,0
18401053,2017/11/16 4:50,[],0,0,Franck Tabouring,424,400,"Los Angeles, CA",6512,None,None,"@mattyglesias Okay, but with that logic, Donald Trump should have resigned on day one.",-1
19329393,2017/11/16 4:50,[],4,12,Perez Hilton,576,6609562,"Los Angeles, CA",291017,None,None,Thank you @CAH! https://t.co/O8G2MXAVmn,1
2883841,2017/11/16 4:49,[],10,44,E! News,120396,11873459,"Hollywood, CA",206020,None,None,"President Donald Trump stopped his foreign policy speech not once, but twice to take a full-bodied, two-handed drin...https://t.co/fSSKpQcOS0",-1
22699560,2017/11/16 4:49,[],2,3,Cindy Leinwand,2435,3130,Los Angeles,118290,None,None,"Exclusive: Hillary Clinton calls Trump's special counsel threat ""an abuse of power"" https://t.co/dt87H8DRUE",0
21848578,2017/11/16 4:49,[],0,0,RachelRobinsonVoice,1267,3304,"Los Angeles, CA ",9037,None,None,"And, oh yeah - because garbage people who have no respect for any other sentient beings. https://t.co/nbtlZU5x7a",-1
22842532,2017/11/16 4:49,[],0,1,Annie Devine,582,842,"Santa Monica, CA",43400,None,None,@mjchamplin @taylorswift13 Trump is president nothing is illegal now,-1
51576246,2017/11/16 4:48,"[u'Trump', u'FakeNews', u'POTUS']",0,0,Dan Koosh,4412,166090,Los Angeles,2473,None,None,"@donlemon @CNN Don, easy peasy squeezy!! #Trump sealed 1 Trillion $$ deals in 12 days!! Mention that #FakeNews!! @realDonaldTrump #POTUS",2
21642560,2017/11/16 4:48,[u'NeedToImpeach'],0,0,Regina Banali,3101,12940,"Los Angeles, CA",8139,None,None,"Trump is a dangerous president, we #NeedToImpeach him now! Join me by signing the petition: https://t.co/GBi7jnL9ch",-1
8.71E+17,2017/11/16 4:48,[],15,15,HWDConservative,141,3757,"Hollywood, Los Angeles",690,None,None,What the heck is wrong with these Republicans? They don't remember what happened to Herman Cain? And the same attempt on Trump?,-2
7.10E+17,2017/11/16 4:47,[],0,0,Don Santana,40,36,"Santa Monica, CA",27335,None,None,Trump touts Asia trip success https://t.co/lhJUdnmv3w,1
7.10E+17,2017/11/16 4:47,[],0,0,Don Santana,40,36,"Santa Monica, CA",27335,None,None,Is it too early to gauge the success of Trump's Asia trip? https://t.co/GL9fKCEwJL,0
7.10E+17,2017/11/16 4:47,[],0,0,Don Santana,40,36,"Santa Monica, CA",27335,None,None,President Trump: China will help with North Korea https://t.co/7Aq84WfDJ3,0
593265262,2017/11/16 4:47,[],0,0,Kat,2211,3451,"Los Angeles, CA",105297,None,None,"I liked a @YouTube video https://t.co/LoPO3YPNG6 Why People Are Freaking Out About This Leaked Audio, CAH Goes After Trump, and",1
1642681,2017/11/16 4:46,[],1,0,Aric,369,1639,Los Angeles / Redondo Beach ,51846,"Place(_api=<tweepy.api.API object at 0x06E174D0>, full_name=u'Redondo Beach, CA', url=u'https://api.twitter.com/1.1/geo/id/e1e35d357ceefa52.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x06E174D0>, type=u'Polygon', coordinates=[[[-118.4019312, 33.814689], [-118.352695, 33.814689], [-118.352695, 33.8946492], [-118.4019312, 33.8946492]]]), contained_within=[], country_code=u'US', attributes={}, id=u'e1e35d357ceefa52', name=u'Redondo Beach')",None,"If we impeach Trump that means our next president of the United States would be Pence.  

Yes, let's jump out of th...https://t.co/gbqphOKkjO",0
52523912,2017/11/16 4:46,[],0,0,Teresa Gaines -Ryan,345,173,"Los Angeles, CA",4286,None,None,"House Dems introduce articles of impeachment against Trump
https://t.co/PS8SzR9Dvm",0
2462372720,2017/11/16 4:46,[u'SexiestManAlive'],0,0,house of snarks,497,469,"los angeles, ca",11602,None,None,Never forget @People's #SexiestManAlive is actually just a racist Trump supporter on the inside and out. https://t.co/ztTGwcg6h5,0
15617796,2017/11/16 4:46,"[u'JaredKushner', u'MiddleEast', u'ImpeachTrump']",1,2,mobilematt,5000,2888,"Los Angeles, California",41812,None,None,"What a shmuck: #JaredKushner Doesn't Read &amp; Gets Tired Of Talking About The #MiddleEast, @JoeNBC Says; #ImpeachTrump https://t.co/thfOrDKWp8",-1
42720716,2017/11/16 4:46,"[u'Trump', u'northkorea', u'akamaitechnologies']",0,1,Oonagh,4756,4448,"Los Angeles, CA",12672,None,None,Let's just say #Trump doesn't need to visit #northkorea to hear what the president has to say. #akamaitechnologies...https://t.co/55fwrcW6uG,0
16712283,2017/11/16 4:46,[],0,0,Len Hochberg,352,455,"Woodland Hills, CA",14610,None,None,@AlanShipnuck How long before we hear about a Trump 59?,0
1353347065,2017/11/16 4:45,[],1,1,Mike,579,362,"Los Angeles, CA",3583,None,None,@JackPosobiec @tedlieu @tedlieu is an asset to Trump. Thank you Ted,1
7545142,2017/11/16 4:45,[],0,0,Ninon Aprea,716,2011,Los Angeles,8814,None,None,Federal judge rejects secrecy in legal fight linked to Trump dossier - POLITICO https://t.co/1I5IO3IXP6,0
20733700,2017/11/16 4:44,[u'NeedtoImpeach'],0,0,Justin,271,96,"Los Angeles, California",2978,None,None,We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer's petition demanding Congress impeach Trump. https://t.co/VIaDN3YjDr,0
8.56E+17,2017/11/16 4:44,[],0,0,rosie gee,176,10,"Burbank, CA",1605,None,None,@dergert @john_l_smith___ If those nuclear bombs make it to the usa what dont kill us will make us sick. Thnx to tr...https://t.co/pJL2tFp7A7,-1
227201190,2017/11/16 4:43,[],1,2,yves guez,223,248,los angeles,7580,None,None,"@CREWcrew @carlynul Trump is an instinctual commingler.
He will (ab)use any leverage, any loophole, any way to subv...https://t.co/vSs99TWVb8",-1
156829965,2017/11/16 4:43,[],0,1,Black History Heroes,3354,35649,"Los Angeles, CA",50735,None,None,House Dems introduce articles of impeachment against Trump https://t.co/S5Z3nz1uD1,0
3179329350,2017/11/16 4:43,[],1,0,Tommy Keene,283,471,"Los Angeles, CA",1584,None,None,@nytimes Yes!!!!! If there's no Trump.,1
15128818,2017/11/16 4:42,[],2,1,zelduh,1064,701,"Los Angeles, CA",15854,None,None,"It is an abuse of power!

Hillary Clinton calls Trump's special counsel threat ""an abuse of power"" https://t.co/prci2lKZf4",-1
24061160,2017/11/16 4:42,[],0,0,Derik Van Derbeken,1492,225,City of the Angels,3462,"Place(_api=<tweepy.api.API object at 0x06E174D0>, full_name=u'Los Angeles, CA', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x06E174D0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], country_code=u'US', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,"Too bad @realDonaldTrump 
you accomplished very little on your elementary school (all about ME!) field trip. We als...https://t.co/aZ2o3L8Up3",-1
163665743,2017/11/16 4:41,[],1,2,Tennessee Martin,3957,3091,"Los Angeles, California",21262,None,None,“Hell...is the name of the new Hotel that Trump is opening in Russia. The Penthouse Suite is called “The Roy Moore....https://t.co/mhhj7GIzjd,0
45485208,2017/11/16 4:41,[],0,0,Clay Black,1269,594,West Toluca Lake ,4745,None,None,This is just sad.  I pray this dipshit and his kids are in jail and this get reversed.   https://t.co/sfjBa6TRZu,-2
8.58E+17,2017/11/16 4:41,[],1,1,Breaking News,6175,53144,"Los Angeles, CA",50870,"Place(_api=<tweepy.api.API object at 0x06E174D0>, full_name=u'Los Angeles, CA', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x06E174D0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], country_code=u'US', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,@Trump .@Potus: Sad to hear Charles Manson is clinging to life on his death bed. He really was a pioneer of the alt...https://t.co/5WUs7pKDNx,-2
2514948426,2017/11/16 4:40,[],0,0,Reentje Kay,581,299,Los Angeles,5858,None,None,What Donald Trump's UCLA tweet reveals about him @CNNPolitics https://t.co/A1uEzoU1CW  A bit of tongue up his ass may help too....,-1
8.56E+17,2017/11/16 4:40,[],0,0,rosie gee,176,10,"Burbank, CA",1605,None,None,@TheNotor1ousOne @Senpai69 @joekeene @realDonaldTrump Trump was on tv bragging he met with russia 3 time b4 coming back. Whete have u been.,-1
2893195100,2017/11/16 4:40,[],0,0,David Han,31,5,"Redondo Beach, CA ",127,None,None,@tweettruth2me Are the allegations comparable? The Moore case is shaping up to be far more credible than Trump.,0
