user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,happiness_index,tweets
1075550688,2017/11/17 4:37,[],0,0,kylecuellar,388,1256,"Westwood, Los Angeles",335,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='59612bd882018c51', url='https://api.twitter.com/1.1/geo/id/59612bd882018c51.json', place_type='city', name='Santa Monica', full_name='Santa Monica, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.5173575, 33.9951771], [-118.443482, 33.9951771], [-118.443482, 34.050199], [-118.5173575, 34.050199]]]), attributes={})","{'type': 'Point', 'coordinates': [34.01252, -118.49561]}",1,b'happy happy birthday to this girl right here...I know dating another athlete can be a bit crazy\xe2\x80\xa6 https://t.co/dRq7Y9ip1W'
9.01E+17,2017/11/17 4:36,[],0,1,Irene Lau,312,51,"Santa Monica, CA",190,None,None,2,b'@jayharrington3 Hopefully your birthday was awesome yesterday dear! \xf0\x9f\x92\x8b\xf0\x9f\x92\x9e\xf0\x9f\x98\x98\xf0\x9f\x98\x8d'
730478143,2017/11/17 4:36,[],1,1,Just Like Natalia,109,304,Los Angeles,15853,None,None,1,b'@harryskiwiis btw Happy Birthday \xf0\x9f\x92\x95\xf0\x9f\x92\x95\xf0\x9f\x92\x95\xf0\x9f\x98\xbd\xf0\x9f\x98\xbd\xf0\x9f\x98\xbd'
41903927,2017/11/17 4:36,[],0,0,Breezii,652,798,LA,94478,None,None,1,b'My best friend out here telling me I\xe2\x80\x99m that my birthday girl is \xe2\x80\x9callegedly\xe2\x80\x9d custom &amp; wont give me no hints'
130933957,2017/11/17 4:35,[],0,0,Sirius Rooney,632,177,"Los Angeles, CA",870,None,None,2,b'@BeyondTheSummit @DakotaCox Happy Birthday Dakota!!!'
3031508116,2017/11/17 4:35,[],0,0,Connie,123,42,,1682,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,2,b'Happy birthday to my best Cat friend\xf0\x9f\x92\x9c\xf0\x9f\x98\x98 https://t.co/er5doc5pQ5'
41630638,2017/11/17 4:33,[],0,0,Melissa Peterman,2948,153985,"Los Angeles, CA",28072,None,None,2,b'@jBOMb55 Happy Birthday Terrie!!!! Hope you are full of cake and laughter right now!!'
8.09E+17,2017/11/17 4:33,[],0,0,Poyu,143,3,"Los Angeles, CA",2,None,None,2,b'Happy Birthday Gabby !! I love you \xf0\x9f\x92\x93'
2685147635,2017/11/17 4:33,[],0,0,Elijah Montenegreo,746,386,"Los Angeles, CA",8899,None,None,1,b'Happy birthday to the legend @CozyQueso \xf0\x9f\x8e\x89'
202051499,2017/11/17 4:32,[],0,0,Griselda,301,288,"Hawthorne, CA",20036,None,None,0,b'I want to actually plan something for my birthday this year since I never do anything and it lands on a Friday \xf0\x9f\x99\x83'
1349856206,2017/11/17 4:32,[],0,0,Cher,398,1361,"Beverly Hills, CA",19183,None,None,1,b'happy birthday @habwestwood you\xe2\x80\x99re so nice and a wonderful person to be around with \xf0\x9f\x92\x95\xf0\x9f\x8e\x89\xf0\x9f\x8e\x81\xe2\x9d\xa4\xef\xb8\x8f'
1540520360,2017/11/17 4:31,[],0,0,may i take your coat sir,249,6580,"Los Angeles, CA",22457,None,None,0,b'@amberuzic Tell him Jordan says happy birthday'
21154526,2017/11/17 4:26,[],0,0,Jordan Hinson,150,18308,"Los Angeles, CA",6898,None,None,1,"b""Happy birthday Zachy. You're the best around, nothing's ever gonna keep you down.\xe2\x80\xa6 https://t.co/xQr06RdjFD"""
4342930033,2017/11/17 4:22,[],0,3,harmz,698,3671,LA,6504,None,None,1,b'Early birthday gift to myself. \xf0\x9f\x98\x81\xe2\x9a\xa1\xef\xb8\x8f https://t.co/CLpOIQewTp'
14102500,2017/11/17 4:21,[],0,0,Aldrin Gamos,329,3417,"Los Angeles, CA",59624,None,None,2,b'@breannaleeeighh Yeah I got the Mickey ad! And I have the same birthday as him \xf0\x9f\x99\x8c'
46764346,2017/11/17 4:21,[],2,31,Daniel Preda,374,201996,"Los Angeles, CA",11105,None,None,2,b'@alinavalerie_ @JoeyGraceffa SO CUTE! Happy birthday babes! \xf0\x9f\x92\x97\xf0\x9f\x8e\x89\xf0\x9f\x92\x85\xf0\x9f\x8f\xbc'
117639473,2017/11/17 4:21,[],0,7,MAX,5270,408413,New York / LA,26262,None,None,1,b'@KISS985BUFFALO @JanetSnyderKISS @NICKinBUFFALO @KeyBankCtr @anthonykissdj Incredibly excited. JANET BIRTHDAY CELEBRATION BABYYYYY'
301859013,2017/11/17 4:16,[],0,0,CaliBoi E,1881,904,"Los Angeles, CA",2814,None,None,0,b'I added a video to a @YouTube playlist https://t.co/t3Jd4p4e49 K. Michelle - Birthday (Official Video)'
1497541531,2017/11/17 4:16,[],0,1,Jet,375,702,90059,72471,None,None,1,"b'My sons 5th birthday. We did the cake the day after he was feeling under the weather that week,\xe2\x80\xa6 https://t.co/mhHe8Fgeqk'"
7.68E+17,2017/11/17 4:16,[],1,1,Isabella,204,127,"Los Angeles, CA",820,None,None,1,b'@desveladx Happy birthday beautiful! \xf0\x9f\x92\x95\xf0\x9f\x8e\x89\xe2\x9c\xa8'
3430507873,2017/11/17 4:12,[],1,2,sof,326,513,"Los Angeles, CA",2245,None,None,2,"b""happy birthday ryan!! you're such a cool dude, hope your day was great&lt;3 @__ryanflores"""
7.42E+17,2017/11/17 4:11,[],0,0,Max Park,12,3,"Los Angeles, California",72,None,None,2,"b""Today is my dad's birthday! I believe he is 53-year-old, and we're going to watch a movie named Cars 3 while eating\xe2\x80\xa6 https://t.co/cceCuslHwO"""
2500406322,2017/11/17 4:11,[],0,0,Ketamine Clinics,441,795,"Los Angeles, CA",466,None,None,2,"b""We truly love our amazing team, and we were happy to celebrate Alyssa's birthday with a special dinner! We hope you\xe2\x80\xa6 https://t.co/KYOoRqHHjL"""
613684183,2017/11/17 4:09,"['CelebWhoGive', 'charity']",3,4,Celebrities Who Give,3253,36416,"Los Angeles, CA",17007,None,None,1,b'#CelebWhoGive @david_ramsey donates birthday weekend to #charity partnering @1degreeapp on November 19th for Testic\xe2\x80\xa6 https://t.co/JY7fVAV8qV'
18777817,2017/11/17 4:06,[],0,0,felonyrecords,466,759,"Torrance, CA",5078,None,None,2,"b""Happy birthday Caper! What's your favorite Lagwagon/Joey Cape song?\n\nHere's some crappy footage I took a few... https://t.co/VSUPxrwb8x"""
32867432,2017/11/17 4:05,[],1,1,Jen Friel,3534,10483,"Los Angeles, CA",50829,None,None,2,b'@RachelTrue Happy happy happy birthday beautiful!!!!! https://t.co/S6UBRf19zr'
3883803559,2017/11/17 4:04,[],1,1,Clarissa Jimenez,120,163,,2618,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,2,"b""@_nereeexoxo HAPPY BIRTHDAY LOVEBUG \xf0\x9f\x98\x98 hope you're enjoying your day! take a shot for me \xf0\x9f\x92\x98 miss you!!"""
3007542732,2017/11/17 4:03,[],0,0,Jaylon Alexander,1167,1564,"Los Angeles, CA",8178,None,None,1,b'@mitchellspyres5 Happy Birthday brotha \xf0\x9f\x92\xaf'
9.23E+17,2017/11/17 4:03,[],0,0,Mirtha,3,1,"Los Angeles, CA",2,None,None,-1,b'The ACE Family drops new merch on my birthday!!!! Makes me so sad because I\xe2\x80\x99ve been waiting for new merch and the d\xe2\x80\xa6 https://t.co/tJp1aONGBb'
38461204,2017/11/17 4:02,[],0,0,TENI,220,14376,Los Angeles,416,None,None,1,b'Happy birthday Sir \xf0\x9f\x98\x8a https://t.co/F8oNq3Xms9'
8526292,2017/11/17 4:00,[],0,2,Keri,775,142,"Los Angeles, CA",4576,None,None,1,b'@TheApexFan happy birthday to one of the guys who almost had me wanting to drink the Imperial Kool-Aid.'
3829832780,2017/11/17 4:00,[],3,2,Gaming Lawyer,196,462,"Los Angeles, CA",1170,None,None,1,b'Now LIVE:  Launching my FOUR DAY BIRTHDAY WEEKEND with streaming and playing stuff!! https://t.co/sH4ofBEeHY'
8.63E+17,2017/11/17 4:00,[],5,3,lafemmemerveilleuse,573,3506,"Los Angeles, CA",4553,None,None,1,"b""And as I've gotten older, I've had more of a tendency to look for people who live by kindness, tolerance, compassio\xe2\x80\xa6 https://t.co/BTh4kxdvW1"""
9.25E+17,2017/11/17 3:59,"['batchmadeinheaven', 'birthdayboy']",0,1,Amanda Batch,72,28,"California, USA",34,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='07d9d8228b886000', url='https://api.twitter.com/1.1/geo/id/07d9d8228b886000.json', place_type='poi', name='Yard House', full_name='Yard House', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.5563244, 34.2410884], [-118.5563244, 34.2410884], [-118.5563244, 34.2410884], [-118.5563244, 34.2410884]]]), attributes={})",None,2,b'29 looks good on him \xf0\x9f\x98\x89\nCelebrating my love with a birthday dinner at Yardhouse! #batchmadeinheaven #birthdayboy #29 https://t.co/S877zhUKwj'
234286213,2017/11/17 3:58,[],0,0,Candice Swanepoel,476,588,LA,35823,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,1,b'yung si mama lang nagpaalala saakin na birthday ko na pala sa monday... okay.. \xe2\x98\xb9\xef\xb8\x8f'
2465331026,2017/11/17 3:57,[],0,0,Lola Tierra,1200,405,"Los Angeles, CA",661,None,None,2,b'@Girbeagly Yass Harry Potter for the win!!! Also glad your birthday was good!! \xf0\x9f\x98\x84\xf0\x9f\x98\x84'
1948511378,2017/11/17 3:55,[],0,1,reyna,249,207,"Los Angeles, CA",5453,None,None,2,b'@DuhhhMaria happy birthday! \xf0\x9f\x92\x98\xf0\x9f\x92\x98'
2448165212,2017/11/17 3:55,[],2,4,ALANNAH,396,2361,"Los Angeles, CA",19087,None,None,2,"b'HAPPY BIRTHDAY TO ONE OF THE FUNNIEST, BADDEST BITCHES I KNOW \xe2\x9d\xa4\xef\xb8\x8f @sparklyjoeyy IM SO HAPPY TO HAVE YOU IN MY LIFE.\xe2\x80\xa6 https://t.co/WPOyEItHLu'"
605027908,2017/11/17 3:52,[],0,1,Princess Ass,428,836,"Los Angeles, CA",84320,None,None,0,b'@nostalgicthotz Im sorrry. Its our friends birthday'
101168602,2017/11/17 3:51,[],0,1,jocelyn,1092,778,"Los Angeles, CA",12080,None,None,0,"b'If you\'re coming to my birthday party, be prepared to listen to ""Get Rich or Die Tryin\'"" on repeat.'"
4745862650,2017/11/17 3:51,[],1,1,shortiee,280,423,"Los Angeles, CA",5494,None,None,1,b'@SkinandBonezMSU Happy Birthday bobby'
26447979,2017/11/17 3:49,['LOVE'],1,0,Barbara (LAGirl888),2103,1107,"Los Angeles, CA",46386,None,None,2,b'@StellaD79 @DonnieWahlberg @NBA Aww! I\xe2\x80\x98m still hoping I get some #LOVE from Donnie too! Thanks again for all the bi\xe2\x80\xa6 https://t.co/C8ocCyJ65y'
636464378,2017/11/17 3:47,['bobafett'],0,0,Chris Dingess,647,2967,Los Angeles,3728,None,None,2,b'Finally revealed: what happens in the belly of the Sarlacc. Happy Birthday Gordon! #bobafett\xe2\x80\xa6 https://t.co/z0Wr9RZk4c'
8.63E+17,2017/11/17 3:46,['MartinScorsese'],5,8,lafemmemerveilleuse,573,3506,"Los Angeles, CA",4553,None,None,2,"b""#MartinScorsese birthday ! \n\xe2\x80\x9cI don't have the guts. Come on, asshole. Come over here. Come over here. I'll put this\xe2\x80\xa6 https://t.co/BA6VHvw1hW"""
50730910,2017/11/17 3:45,[],0,0,Richard Carr,247,89,"Venice Beach, Los Angeles",89,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='4baf4d09759d33e4', url='https://api.twitter.com/1.1/geo/id/4baf4d09759d33e4.json', place_type='city', name='Hermosa Beach', full_name='Hermosa Beach, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.4095788, 33.8518504], [-118.3848663, 33.8518504], [-118.3848663, 33.877823], [-118.4095788, 33.877823]]]), attributes={})","{'type': 'Point', 'coordinates': [33.8663, -118.4]}",1,"b""How the boys do birthdays (that's a candle in the middle)\n\nHappy birthday sporttim86\xe2\x80\xa6 https://t.co/XvijxtTqfG"""
51331937,2017/11/17 3:45,[],0,1,Tash ß®,198,7303,Los Angeles ,20006,None,None,2,"b'@KhloeKStan @goodamerican omg you gotta go!! I just hope she\xe2\x80\x99s there for the opening day, that\xe2\x80\x99s my birthday lmao'"
2388602335,2017/11/17 3:45,['ASKGARYVEE'],0,0,CanningwithCathy,89,71,"Toluca Lake, Los Angeles",369,None,None,2,"b""I liked a @YouTube video https://t.co/3SjCj8a41l MY SNEAKERS SELL OUT, HAD T-PAIN ON #ASKGARYVEE, &amp; IT'S MY BIRTHDAY!"""
17451655,2017/11/17 3:45,[],0,4,DJ E-Rock,3501,24178,"Los Angeles, CA",79755,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,2,b'Thank you to everyone who took part in last nights birthday celebration @thelightvegas! Weather you came from a far\xe2\x80\xa6 https://t.co/ct1xNjGXkD'
3149454692,2017/11/17 3:44,[],0,0,Adam P. Cray,274,87,"Los Angeles, CA",387,None,None,1,"b'Happy Birthday Clu!!! @ Los Angeles, California https://t.co/x3JXcdSjua'"
285452619,2017/11/17 3:43,[],0,1,Jake Koeppe,1009,821,"Los Angeles, CA",21918,None,None,2,"b""@Fdanielix Nah. That's Mickey's birthday. Lol Thanks for the late birthday wishes."""
8.63E+17,2017/11/17 3:43,"['MartinScorsese', 'robertdeniro', 'HarveyKeitel']",12,18,lafemmemerveilleuse,573,3506,"Los Angeles, CA",4553,None,None,2,b'Happy birthday to #MartinScorsese ! \nMean Streets (1973) #robertdeniro #HarveyKeitel @colebrax @WrongReel\xe2\x80\xa6 https://t.co/pNaOauKyjd'
45773023,2017/11/17 3:42,[],48,309,Landon Romano,618,56592,"Los Angeles, CA",21392,None,None,2,b'y\xe2\x80\x99all it\xe2\x80\x99s almost my birthday!!!!!\xf0\x9f\x8e\x82\xf0\x9f\x8e\x82\xf0\x9f\x8e\x82 #23 https://t.co/CRORU2Z5ec'
601484118,2017/11/17 3:36,[],0,0,Oasis of Hollywood,58,240,"Hollywood, CA ",855,None,None,2,b'Thanks to my staff for birthday wishes https://t.co/SYcio37SKw'
303954085,2017/11/17 3:36,[],0,0,g.,931,2863,"Los Angeles, CA",80859,None,None,0,"b'im getting so drunk for my birthday, i talk about it everyday.. then im making 21\xf0\x9f\x98\x82 girlllllll'"
1692947490,2017/11/17 3:35,[],0,3,Adam Ramzi,551,54546,"Los Angeles, CA",5510,None,None,2,"b""@Kennaleigh1970 I'll take a birthday wish any day of the week! Well, this week..."""
2896277871,2017/11/17 3:35,[],0,0,Alex,184,248,"Los Angeles, CA",4113,None,None,1,"b'@Red_Randumb Happy Birthday, Jordan.'"
7.63E+17,2017/11/17 3:34,[],0,0,a,495,164,"Los Angeles, CA",9897,None,None,0,b'Me and Spencer Reid have the same birthday'
728515734,2017/11/17 3:34,[],0,1,Nash,284,929,Los Angeles ,33256,None,None,1,b'@yuhanayamin Happy birthday farah yuhaanaa!'
2312220001,2017/11/17 3:34,[],0,0,Jeff McBath,961,158,"Los Angeles, CA",209,None,None,1,b'@SChrisShirley Happy Birthday!'
59900316,2017/11/17 3:33,[],0,1,Jaskaran Dhanoa,151,357,"California, USA",7767,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})","{'type': 'Point', 'coordinates': [34.04345447, -118.26691043]}",2,b'Amazing Seats. Amazing game. Amazing performance. Couldn\xe2\x80\x99t have asked for a better birthday gift\xe2\x80\xa6 https://t.co/xE27LZFDHl'
26447979,2017/11/17 3:33,['LOVE'],1,1,Barbara (LAGirl888),2103,1107,"Los Angeles, CA",46386,None,None,2,b'@JordansPearl @DonnieWahlberg Aww! Thanks for thinking of me Pearley! \xf0\x9f\x98\x98 I hope so too to get some birthday #LOVE fr\xe2\x80\xa6 https://t.co/IoaPSlcgRR'
114813234,2017/11/17 3:32,"['houseofpastry', 'customcakes', 'pawpatrol', 'cake', 'cakeart', 'cakeboss']",0,0,House of Pastry,259,130,"North Hollywood, CA 91605",1125,"Place(_api=<tweepy.api.API object at 0x0000000007DAA908>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA908>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})","{'type': 'Point', 'coordinates': [34.1938051, -118.4143039]}",2,b'Happy 3rd Birthday Aram! #houseofpastry #customcakes #pawpatrol #cake #cakeart #cakeboss\xe2\x80\xa6 https://t.co/TTfFnp7JZC'
278162295,2017/11/17 3:30,[],1,0,Seth Robert Babb,572,309,Los Angeles,8697,None,None,2,b'Happy birthday to one of my favorite sons @tornportrait'
1576003358,2017/11/17 3:28,[],1,1,irene,142,538,"Los Angeles, CA",22591,None,None,1,b'Happy birthday hunny \xf0\x9f\x92\x98@yellowloser'
