user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,happiness_index,tweets,,,,,,,
1278778045,2017/11/15 18:23,[],1,0,babyface,159,277,burbank,14017,"Place(_api=<tweepy.api.API object at 0x10f234fd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/b0b79caecef59fb5.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f234fd0>, type=u'Polygon', coordinates=[[[-118.37032, 34.1426298], [-118.2799703, 34.1426298], [-118.2799703, 34.2216898], [-118.37032, 34.2216898]]]), contained_within=[], full_name=u'Burbank, CA', attributes={}, id=u'b0b79caecef59fb5', name=u'Burbank')",None,-1,"tr*mp is so dangerous and so embarrassing.

https://t.co/g0HHwJPfig",,,,,,,
34882988,2017/11/15 18:21,[],0,2,Ian Gary,566,871,"Hollywood, Los Angeles",6148,None,None,-1,.@realDonaldTrump cutting and pasting condolences for a mass shooting is the most Republican thing ever. https://t.co/OGSGd9WbCF,,,,,,,
533051600,2017/11/15 18:06,[],0,0,The Fabulous Chicana,4364,1081,"Santa Monica, CA",8392,None,None,0,Twitter Slams Donald Trump For Tweeting Condolences About The Wrong Mass Shooting | HuffPost https://t.co/kXfIhjt1LQ,,,,,,,
2173043520,2017/11/15 18:03,[],0,0,:D Los Angeles,978,516,Los Angeles,31759,None,None,0,"Trump Offers Condolences, for the Wrong Mass Shooting https://t.co/LupdZOKRK2",,,,,,,
34760936,2017/11/15 17:57,[u'MoronPresident'],0,0,thechazman,1091,384,"Los Angeles, CA",8781,None,None,-2,@realDonaldTrump You're such a stupid ass wipe! Twitting about the WRONG mass shooting!!! smh #MoronPresident,,,,,,,
462958223,2017/11/15 17:50,[],0,0,nurseeva,4893,3250,"Los Angeles, CA",10387,None,None,0,Twitter Slams Donald Trump For Tweeting Condolences About The Wrong Mass Shooting - HuffPost https://t.co/3EKx62hoL0,,,,,,,
304880098,2017/11/15 17:44,[],0,0,Lisa Wade,5578,17500,"Los Angeles, CA",12076,None,None,0,"With every mass shooting, this argument feels more and more tragically true... https://t.co/IMEzX8LiVN",,,,,,,
2355595164,2017/11/15 17:41,[],0,0,Daniella Lee,346,141,"Santa Monica, Ca",12075,None,None,0,Elementary School Staff Prevented NorCal Mass Shooting From Becoming More Deadly: Sheriff's Dept. https://t.co/RM1ZIXyrLA via @ktla,,,,,,,
8.11E+17,2017/11/15 17:35,[],0,0,AJ Jimenez,250,60,"Burbank, CA",893,None,None,2,"These teachers are freakin' heroes! Saving kids, saving lives.

As gunman sprayed school with bullets, quick action‚Ä?https://t.co/0LfGLIsphR",,,,,,,
1643519804,2017/11/15 17:35,[],1,0,Paul McKinney,228,224,Los Angeles,1427,None,None,0,"In fairness to @realDonaldTrump who mentioned the wrong city in sending his condolences on a shooting, I can't keep‚Ä?https://t.co/gYmt1fgpVR",,,,,,,
113738369,2017/11/15 17:34,[],0,0,London Aftr Midnight,65,3887,Los Angeles CA USA,4469,None,None,-1,Trump just tweeted a copy and paste 'condolence' for this week‚Äôs regularly scheduled mass shooting... but he... https://t.co/bDJoCWz2f2,,,,,,,
65109514,2017/11/15 17:30,[],0,0,Global Issues Web,2420,142021,"Los Angeles, California, USA",446754,None,None,-1,The NRA used to stay quiet right after mass shootings. Now it‚Äôs so common they can‚Äôt be bothered.‚Ä?https://t.co/OYXW5cuX43,,,,,,,
304816770,2017/11/15 17:26,[],0,0,Therese McLaughlin,2479,1493,"Los Angeles, California",20210,None,None,0,Trump tweets condolences to wrong town after mass shooting - CBS News https://t.co/5wq7s3p3JC,,,,,,,
2461995391,2017/11/15 17:21,[],0,0,LisaB,1734,246,"Los Angeles, CA",4102,None,None,-1,@JustinTrudeau You‚Äôre a good man! Our ‚ÄúPresident‚Ä?is tweeting about another mass shooting....in the incorrect state. He‚Äôs stupid like that.,,,,,,,
8.58E+17,2017/11/15 17:13,[],6,6,Breaking News,6174,52416,"Los Angeles, CA",50791,"Place(_api=<tweepy.api.API object at 0x10f234fd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f234fd0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,-1,"Think of the worst mass shooting in memory. Now add 13 million people to it. THAT'S what's going down.

This monume‚Ä?https://t.co/xeeb9Ir8xz",,,,,,,
35873470,2017/11/15 17:12,[u'borschtforbrains'],0,0,susan McConnell,174,183,"los angeles, CA",3352,None,None,-2,#borschtforbrains sends condolences to families of the wrong mass shooting! What a fucking mess.,,,,,,,
3909334874,2017/11/15 17:08,[],0,0,Dr Lisa Hayden,1479,675,"Los Angeles,CA",25856,None,None,0,@jbarro @markos Josh you called it. And going to school in Cali. He couldn‚Äôt even express himself yesterday after m‚Ä?https://t.co/9W4DER1reR,,,,,,,
20696181,2017/11/15 17:04,[],0,1,(((Neil Kaplan))),516,16768,"Los Angeles, California",63812,None,None,-1,"@realDonaldTrump Jeepers, Mr. Presidunce, is there a reason that you deleted this tweet from last night? Did someon‚Ä?https://t.co/PekEzFLXv3",,,,,,,
2276847000,2017/11/15 17:01,[],0,0,Soulfare,593,750,Los Angeles,9852,None,None,0,Trump Slammed For Tweeting Condolences About The Wrong Mass Shooting https://t.co/35FjKNPFgU,,,,,,,
2980272732,2017/11/15 16:57,[],1,14,Ann Lewis Hamilton,4988,5301,"Los Angeles, CA",2479,None,None,0,"@realDonaldTrump Wow. The basketball players. When you could be talking about the mass shooting (in CA, not TX) or‚Ä?https://t.co/1N6u5fN2B9",,,,,,,
21692094,2017/11/15 16:53,[],1,0,Joe Mozingo,323,1069,Los Angeles,1033,None,None,0,"As gunman sprayed school with bullets, quick action prevented mass bloodshed - LA Times https://t.co/5LVFBxLcQ4",,,,,,,
139170905,2017/11/15 16:51,[],0,0,Left Coast Liberal,1474,3243,,41685,"Place(_api=<tweepy.api.API object at 0x10f234fd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f234fd0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,-1,@bob42156 the man is tweeting condolences to the wrong mass shooting. There is something not right.,,,,,,,
223905572,2017/11/15 16:49,[u'GreatPrezSpeeches'],0,0,Gerry Gainford,340,118,"Los Angeles, CA",760,None,None,-1,"""We choose to tweet this, in this decade, not because it is easy, but because we are stupid"" -  #GreatPrezSpeeches - https://t.co/pKljH4vCsi",,,,,,,
55218049,2017/11/15 16:49,[],0,0,Los Angeles Now,24,6407,Los Angeles,324992,None,None,0,"As gunman sprayed school with bullets, quick action prevented mass bloodshed https://t.co/wl10k02Lcr",,,,,,,
2980272732,2017/11/15 16:42,[u'Dumb'],4,10,Ann Lewis Hamilton,4988,5301,"Los Angeles, CA",2479,None,None,-1,"@realDonaldTrump What happened to your tweet last night where you talked about the wrong mass shooting?  #Dumb

How‚Ä?https://t.co/bJ7RWbiHqx",,,,,,,
11204932,2017/11/15 16:42,[],0,0,Jorge Rivas,2467,6632,Los Angeles,17437,None,None,0,Donald Trump Tweets His Thoughts and Prayers for Victims of the Wrong Mass Shooting https://t.co/ZUOIL1Ckud via @Splinter_news,,,,,,,
211609024,2017/11/15 16:40,[],0,0,Organ Mover,1137,188,"Los Angeles, CA",2810,None,None,-1,"When you really want to make clear you have not a thought or a prayer to give:

Trump confuses mass shootings on Tw‚Ä?https://t.co/DyT0FoEvHZ",,,,,,,
832540970,2017/11/15 16:39,[],1,1,ramsh,323,1093,,33793,"Place(_api=<tweepy.api.API object at 0x10f234fd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f234fd0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,Do you think the President of the United States will address the 309th mass shooting in the U. S. this year that oc‚Ä?https://t.co/nazLxZXUyK,,,,,,,
7.81E+17,2017/11/15 16:35,[],0,0,Drinks and Wings,163,37,"Los Angeles, CA",2725,None,None,-1,"This perfectly summarizes our:
-Frequent occurrences of mass shootings 
-President's genuine lack of empathy 
https://t.co/zep1Cx40ZC",,,,,,,
87745022,2017/11/15 16:31,[],0,1,kacey koeberer,415,71,"los angeles, ca",149,None,None,0,@nytimes  WHERE is your coverage of the latest mass shooting in northern California? One bullet point in the Califo‚Ä?https://t.co/RtZkPcd0gu,,,,,,,
15623481,2017/11/15 16:28,[],0,0,Gerren Taylor,1236,811,"los angeles, ca",15807,None,None,0,Trump Slammed For Tweeting Condolences About The Wrong Mass Shooting https://t.co/Wh1ohxxgA3,,,,,,,
605730216,2017/11/15 16:26,[],2,2,BigBoy'sNeighborhood,986,8156,Los Angeles,13486,None,None,-2,The leader of the free world should be paying attention! How do you confuse something this serious and this huge?!‚Ä?https://t.co/lfh7s9BmiW,,,,,,,
18651687,2017/11/15 16:25,[],0,0,Anna Siri,1255,412,"Los Angeles, CA",2931,None,None,0,Twitter roasts Trump for tweeting condolences about the wrong mass shooting https://t.co/0Q5ixwuV0m via @HuffPostPol,,,,,,,
19064923,2017/11/15 16:24,[],0,0,Alicia Zoumas,482,200,"Los Angeles, CA",2969,None,None,0,Elementary School Staff Prevented NorCal Mass Shooting From Becoming More Deadly: Sheriff's Dept. https://t.co/XWzZkU931D via @ktla,,,,,,,
168919083,2017/11/15 16:23,[u'ThoughtsAndPrayers'],0,1,Shawn Patterson,2124,1131,"Los Angeles, CA",10171,None,None,0,"After every mass shooting in the USA now is the narrative not just #ThoughtsAndPrayers but also ""grateful to law en‚Ä?https://t.co/T9yGy4f3yc",,,,,,,
3018111009,2017/11/15 16:14,[u'Bigboy'],9,4,REAL 92.3 LA,654,28014,"Los Angeles, CA",41438,None,None,0,Twitter isn‚Äôt having it with Trump‚Äôs latest tweet. https://t.co/5UbZrwOE8D #Bigboy,,,,,,,
21969650,2017/11/15 16:14,[],20,87,Nathan Hubbard,298,16630,"Los Angeles, CA",8730,None,None,-1,We allow mass shootings to be so commonplace that the president has a form tweet for sending condolences he uses so‚Ä?https://t.co/XvkhboRekz,,,,,,,
883039614,2017/11/15 16:12,[],0,0,Every1CallsMePickle,565,76,"Los Angeles, CA",6299,None,None,-1,"Do you think President Trump will know which mass-shooting to talk about tomorrow? I know, too many https://t.co/aEjL1knV2J",,,,,,,
4539241650,2017/11/15 16:01,[],0,0,steven,613,38,"Los Angeles, CA",13,None,None,-1,Not even a mention of another mass shooting... at least we have this. https://t.co/b1giFkfjFT,,,,,,,
31939866,2017/11/15 15:57,[],6,8,WomenAgainstGunViol,626,14676,"Los Angeles, CA",8283,None,None,-1,When there are so many mass shootings the President can't keep them straight (or doesn't care enough to try). He tw‚Ä?https://t.co/4JwVSVDCQq,,,,,,,
10252962,2017/11/15 15:51,[],19,46,KTLA,752,662967,"Los Angeles, CA",133394,None,None,0,Authorities say elementary school staff prevented the mass shooting in NorCal from becoming more deadly https://t.co/kXdeVkg5vH,,,,,,,
8.21E+17,2017/11/15 15:48,[],0,0,A.Y. Miles,3165,1362,"Marina del Rey, CA",1889,None,None,-1,Maybe because he just doesn‚Äôt give a shit. https://t.co/49IoJ08tVc,,,,,,,
10583042,2017/11/15 15:47,[],0,0,Rob Archer,382,2104,Los Angeles,27448,None,None,-1,"President Trump tweeted condolences for the wrong mass shooting Tuesday night. In fairness, it is hard to keep up w‚Ä?https://t.co/08YtEcycMh",,,,,,,
21990527,2017/11/15 15:46,[u'copypasta'],0,0,ryan jones,390,213,"Los Angeles, CA",4514,None,None,-1,who knew that mass shooting condolences would become the fodder for #copypasta?,,,,,,,
16664681,2017/11/15 15:40,[],25,27,Los Angeles Times,10665,3107099,"Los Angeles, CA",183408,None,None,0,"As gunman sprayed school with bullets, quick action prevented mass bloodshed https://t.co/x3yDQPzN0i https://t.co/2EPeUXCYk3",,,,,,,
23149578,2017/11/15 15:38,[],0,0,Richard Haberkern,1938,54499,"Los Angeles, CA",202977,None,None,0,Twitter Calls Donald Trump Out For Copy &amp; Pasting His Mass Shooting Response After He Tweets Condolences To The Wro‚Ä?https://t.co/xEAc9wnMtE,,,,,,,
5866272,2017/11/15 15:35,[],0,3,Christopher DeWan,135,915,"Los Angeles, CA",14790,None,None,0,The President cut-and-pasted condolences from last week's mass shooting to use for this week's mass shooting.,,,,,,,
213460555,2017/11/15 15:32,[],0,0,"Jesse Glucksman, CSI",135,189,"Los Angeles, CA",7278,None,None,-1,"@ChipHinkleman I THOUGHT the tweet was going to be about the mass shooting in California, but nope! That misdirect‚Ä?https://t.co/PkbHY2X30K",,,,,,,
17427606,2017/11/15 15:32,[],0,0,12vwoman150,1552,180,"Los Angeles, CA",7861,None,None,0,Twitter Slams Donald Trump For Tweeting Condolences About The Wrong Mass Shooting - HuffPost https://t.co/rUhOxG0yK5,,,,,,,
200952718,2017/11/15 15:31,[],0,1,Vincent Largoza,644,345,"Los Angeles, CA",7504,None,None,-1,@realDonaldTrump Aw. You‚Äôre changing the subject because you Tweeted about the wrong mass shooting last night.,,,,,,,
8981662,2017/11/15 15:31,[],2,0,Rabbi Yonah,2801,57999,Los Angeles,28768,"Place(_api=<tweepy.api.API object at 0x10f234fd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f234fd0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,-1,"These images of mass shooting carnage, young lives tragically ended, are the legacy America‚Äôs love affair with guns‚Ä?https://t.co/Hz5laQnbzL",,,,,,,
163275237,2017/11/15 15:28,[],0,0,Jim McCleary,1368,1330,"Los Angeles, CA",1902,None,None,0,Twitter Slams Donald Trump For Tweeting Condolences About The Wrong Mass Shooting - HuffPost https://t.co/H6qsiX4WcV,,,,,,,
8.23E+17,2017/11/15 15:25,[],0,0,whatsreallyreal,338,17,"Los Angeles, CA",394,None,None,0,Twitter roasts Trump for tweeting condolences about the wrong mass shooting https://t.co/HUyqWky6x8 via‚Ä?https://t.co/3t4svcESQr,,,,,,,
458552389,2017/11/15 15:25,[],0,0,Edward Gusts,379,283,Los Angeles,3600,None,None,-1,"In his defense,they happen quite frequently-Donald Trump tweets Condolences About The Wrong Mass Shooting - HuffPost https://t.co/Xs9Ol9e7Vt",,,,,,,
3315180567,2017/11/15 15:24,[u'notmypresident'],0,0,Lisa Kate David,217,58580,"Los Angeles, CA",280,None,None,0,Twitter Slams Donald Trump For Tweeting Condolences About The Wrong Mass Shooting - HuffPost #notmypresident https://t.co/mmkvFBMGUG,,,,,,,
35095250,2017/11/15 15:16,[],0,0,Phil Abrams,549,446,los angeles,1424,None,None,-1,@realDonaldTrump - what happened to your tweet about the Tehama mass shooting? Oops - did you just retweet your Sutherland Springs!,,,,,,,
172205053,2017/11/15 15:13,[],0,0,John Moletress,1150,4526,"Los Angeles, CA",8650,"Place(_api=<tweepy.api.API object at 0x10f234fd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f234fd0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,0,The morning would almost feel uneventful to not wake up to news of a mass shooting.,,,,,,,
7.56E+17,2017/11/15 15:06,[],0,0,Chris Rod,34,1715,"Los Angeles, CA",4429,None,None,-1,If @realDonaldTrump can mix up a mass shooting there‚Äôs no hope for him.,,,,,,,
16343134,2017/11/15 15:04,[u'bumpstock'],9,48,Ted Sullivan,787,15342,"Santa Monica, CA",12253,None,None,-1,Remember when a guy with #bumpstock modified machine guns shot over 500 people? We're not talking about‚Ä?https://t.co/txH2EezJfE,,,,,,,
167540366,2017/11/15 14:54,[],0,0,Marshall Bell,506,2080,Los Angeles,47900,"Place(_api=<tweepy.api.API object at 0x10f234fd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/1927193c57f35d51.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f234fd0>, type=u'Polygon', coordinates=[[[-118.3959042, 34.075963], [-118.3433861, 34.075963], [-118.3433861, 34.098056], [-118.3959042, 34.098056]]]), contained_within=[], full_name=u'West Hollywood, CA', attributes={}, id=u'1927193c57f35d51', name=u'West Hollywood')",None,-1,@realphilhendrie already another mass shooting...weeks till another now,,,,,,,
146986444,2017/11/15 14:50,[],0,0,C. CLAY,163,53,los angeles,5355,None,None,-1,"@realDonaldTrump your time in the White House will b remembered for Lies, hurricanes, mass shooting, sex scandals,‚Ä?https://t.co/csh9EeMd0O",,,,,,,
14428460,2017/11/15 14:47,[],0,0,Joel Bryant,1343,1807,"Los Angeles, CA",6234,None,None,-2,Trump sent out the wrong tweet with bad grammar commemorating yet another mass shooting. Tell me you see the problem(s)!,,,,,,,
1192826641,2017/11/15 14:46,[],0,0,Positive Man,65,46,"Hollywood, CA",3877,None,None,-1,Not even President Trump can keep all of America's mass shootings straight https://t.co/SdRBvBIh3B,,,,,,,
1375054758,2017/11/15 14:40,[],0,1,Howard resist Trump,2750,1588,"Los Angeles, CA",7347,None,None,-1,Another week another mass shooting. Is it still to soon to talk about this too Trump? @realDonaldTrump @SpeakerRyan,,,,,,,
8.08E+17,2017/11/15 14:38,[],0,0,Tiberius Gracchus,70,33,"Los Angeles, CA",979,None,None,-2,Deleted but not replaced.  Why has he said nothing about a mass shooting in CA? https://t.co/lMUjQmDhXT,,,,,,,
65109514,2017/11/15 14:10,[],0,0,Global Issues Web,2420,142021,"Los Angeles, California, USA",446754,None,None,0,Trump Tweets Condolences for the Wrong Mass Shooting https://t.co/61kutl1XaE https://t.co/og6YACXt7D,,,,,,,
187670429,2017/11/15 14:06,[],7,87,Mundy,1204,49330,"Los Angeles, CA",26560,None,None,-1,You copy and pasted your mass shooting tweet and forgot to change the city. https://t.co/ZY6lJlxbzX,,,,,,,
187670429,2017/11/15 14:06,[],9,43,Mundy,1204,49330,"Los Angeles, CA",26560,None,None,-1,@realDonaldTrump @CNN You copy and pasted your mass shooting tweet and forgot to change the city.,,,,,,,
1473223500,2017/11/15 14:05,[],0,0,JessicaLeeWilliamson,227,819,Los Angeles,333,None,None,-1,@realDonaldTrump copy and pasted his thoughts and prayers about an old mass shooting. To be fair- that's basically‚Ä?https://t.co/5oJibVaTZy,,,,,,,
36230762,2017/11/15 14:03,[],0,0,T-Money (Terrence W),730,383,"Los Angeles, CA",9101,None,None,-2,So it looks like @realDonaldTrump has a ready made Template for the Next Mass Shooting. He just updates the City an‚Ä?https://t.co/1UHwQ5W9PY,,,,,,,
7.60E+17,2017/11/15 14:02,[],0,0,Jackie Lawson,114,145,Los Angeles,546,None,None,0,"Gunman wildly sprays school with bullets, and quick action prevents mass bloodshed https://t.co/uPE5KVwSX9",,,,,,,
55218049,2017/11/15 13:38,[],0,0,Los Angeles Now,24,6407,Los Angeles,324992,None,None,0,Quick action prevented mass bloodshed at an elementary school shooting. More top news https://t.co/kEO8Q35iii,,,,,,,
65109514,2017/11/15 13:28,[],0,0,Global Issues Web,2420,142021,"Los Angeles, California, USA",446754,None,None,-1,Four killed in California mass shooting¬† https://t.co/WLm5YiEjmN,,,,,,,
19789347,2017/11/15 13:21,[],0,0,Mitch Chase,2379,848,"Los Angeles, CA",13002,None,None,0,Trump Slammed For Tweeting Condolences About The Wrong Mass Shooting https://t.co/yW4qCbhbaf,,,,,,,
8.33E+17,2017/11/15 13:15,[u'losangelestaxicabs'],0,0,LosAngelesTaxiCabs,43,13,"Los Angeles, CA",4908,None,None,0,"#losangelestaxicabs Gunman wildly sprays school with bullets, and quick action prevents mass bloodshed‚Ä?https://t.co/xHeyuq95io",,,,,,,
16664681,2017/11/15 13:01,[],16,24,Los Angeles Times,10665,3107099,"Los Angeles, CA",183408,None,None,0,Quick action prevented mass bloodshed at an elementary school shooting. More top news: https://t.co/VuVQBaa43o https://t.co/iOKupgHeIj,,,,,,,
99990797,2017/11/15 13:00,[],0,0,Yorn Stevens,52,707,"Los Angeles, CA",346,None,None,-2,"@realDonaldTrump This fat bastard meant to comment on the shooting in Northern California, but instead just copied‚Ä?https://t.co/8zDb77PtB9",,,,,,,
317097043,2017/11/15 12:56,[],0,0,b mac,157,168,New York City and Los Angeles,2658,None,None,-2,@realDonaldTrump You confused another mass shooting under your watch dotard!! Jet lagged or still a moron? NRA shill and a failure.,,,,,,,
2677662996,2017/11/15 12:26,[],0,0,T.R. Simms,150,36,"Los Angeles, CA",103,None,None,0,Twitter Slams Donald Trump For Tweeting Condolences About The Wrong Mass Shooting | HuffPost https://t.co/dFIxn2X5XT #280,,,,,,,
390835607,2017/11/15 12:26,[u'SPOTUS'],0,1,Kelley Birney,176,165,Los Angeles,1466,None,None,-1,"THIS mass shooting happened 1.5 weeks ago. I guess it‚Äôs understandable #SPOTUS forgot to change the name of city, a‚Ä?https://t.co/S4PSSZfjKo",,,,,,,
20292157,2017/11/15 12:08,[],28,101,Jeffrey Lieber,1334,14388,"Venice, CA",21147,"Place(_api=<tweepy.api.API object at 0x10f234fd0>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f234fd0>, type=u'Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), contained_within=[], full_name=u'Los Angeles, CA', attributes={}, id=u'3b77caf94bfc81fe', name=u'Los Angeles')",None,-1,Hey @brianstelter: please note that @realDonaldTrump just tweeted about the current mass shooting using the details‚Ä?https://t.co/QQNXlMYdNO,,,,,,,
73283335,2017/11/15 12:05,[],0,0,Michelle Fitzgerald,116,27,"Camarillo, CA",670,None,None,-2,"@realDonaIdTrimp @realDonaldTrump @CNN BINGO!!!  You‚Äôre right.  People do hate you.  BTW, the last shooting was in‚Ä?https://t.co/oiczWwsvoD",,,,,,,
20292157,2017/11/15 12:02,[],28,48,Jeffrey Lieber,1334,14388,"Venice, CA",21147,None,None,-1,If you didn‚Äôt think we have a gun problem before: the man who resides in the Oval Office COPIED AND PASTED his resp‚Ä?https://t.co/YT5RI7Vyqg,,,,,,,
7545522,2017/11/15 11:30,[],0,0,Mike Alfaro,514,720,"Los Angeles, CA",8061,None,None,-1,@realDonaldTrump You‚Äôre tweeting fake sympathy to the wrong mass shooting location. That one was last week. We‚Äôre o‚Ä?https://t.co/EKU4Gpgcvm,,,,,,,
3149422682,2017/11/15 11:25,[],0,1,David Pevsner,333,1372,"Los Angeles, CA",3748,None,None,-1,Because it's just another mass shooting. Why bother keeping track when you can cut and paste? https://t.co/hav4xEsSem,,,,,,,
1733245196,2017/11/15 11:22,[],0,0,William Mungall,198,388,"Los Angeles, CA",207501,None,None,0,"Gunman wildly sprays school with bullets, and quick action prevents mass bloodshed https://t.co/PZz7lWAlEV",,,,,,,
23149578,2017/11/15 11:21,[],0,0,Richard Haberkern,1938,54499,"Los Angeles, CA",202977,None,None,0,Tiny Texas town turns inward in wake of mass shooting https://t.co/UqBATcOb9i,,,,,,,
11462742,2017/11/15 10:57,"[u'Obama', u'Trump']",1,1,BOB,4358,2262,LONDON AND LA,166772,None,None,-1,"Imagine if #Obama had tweeted the wrong city and state after a mass shooting, just imagine.

#Trump",,,,,,,
2173043520,2017/11/15 10:16,[],0,0,:D Los Angeles,978,516,Los Angeles,31759,None,None,0,"Gunman wildly sprays school with bullets, and quick action prevents mass bloodshed https://t.co/KxyDc1f7GG",,,,,,,
200672538,2017/11/15 10:15,[],0,0,Yarrick,572,195,Alsace,6388,None,None,0,@C0nnorbarry19 @KateMeredithP @realDonaldTrump Gun control in Europe : no mass shooting in those countries !,,,,,,,
