user_id,created_at,hashtags,retweet_count,favorite_count,user_name,user_friends_count,user_followers_count,user_location,user_tweet_count,place,geo,tweets,happiness_index
980611,11/17/2017 4:49,[],0,0,Karoli,3635,45036,"Camarillo, CA",366813,None,None,"b'@TheStagmania Online mob rule was in high dudgeon. 9 out of 10 tweets were on that one topic while tax reform, the... https://t.co/EaOmkI2TeQ'",0
352849250,11/17/2017 4:47,['college'],0,0,School Money,3422,7564,Los Angeles,18666,None,None,b'Guest View: Federal tax reform bill will harm college students https://t.co/Fc0gkuoEIJ #college https://t.co/RJFl8L2BiZ',-1
1973636474,11/17/2017 4:44,[],0,0,SFD,1257,938,Los Angeles,24571,None,None,b'Republicans are weaponizing the tax code https://t.co/oUL7LwrLik via @voxdotcom',-1
74211907,11/17/2017 4:29,[],1,7,Bobby Hall,17757,22821,"Los Angeles, CA",52079,None,None,b'@realDonaldTrump Um... the Tax bill \xe2\x80\x9cwon\xe2\x80\x9d by 22 votes. Out of 454 votes cast that's not really considered a big win... https://t.co/gbnFqkxDl6',0
1631906112,11/17/2017 4:07,[],0,0,Foster Cannon,127,54,,310,"Place(_api=<tweepy.api.API object at 0x0000000007DAA940>, id='c84cc6061e2af8da', url='https://api.twitter.com/1.1/geo/id/c84cc6061e2af8da.json', place_type='city', name='Simi Valley', full_name='Simi Valley, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA940>, type='Polygon', coordinates=[[[-118.8297529, 34.222878], [-118.6330454, 34.222878], [-118.6330454, 34.311743], [-118.8297529, 34.311743]]]), attributes={})",None,b'UNFATHOMABLE.  The only word I can use to describe the concept that we could sink this low.  Rampant sexual miscond... https://t.co/vErUgiYl9c',-1
7.94E+17,11/17/2017 3:56,[],0,0,CHASE METALS,487,4242,"Los Angeles, CA",3150,None,None,b'4 Republican Senators in Private Talks That Could Kill Current Tax Reform Bill - TIME https://t.co/tDhCwcwi5Y',0
352849250,11/17/2017 3:45,['college'],0,0,School Money,3422,7564,Los Angeles,18666,None,None,b'Guest View: Federal tax reform bill will harm college students https://t.co/tQG3QWe1Vn #college https://t.co/IDiAwDhpjg',-1
1099530860,11/17/2017 3:28,"['homequest', 'homequestrealestate']",0,0,Homequest,428,119,"Los Angeles, CA",170,None,None,b'House passes sweeping tax reform including slashing mortgage interest deduction. #homequest #homequestrealestate... https://t.co/IuiCd7ujk8',0
8.03E+17,11/17/2017 3:27,[],1,1,Unruliegirl,221,40,"Los Angeles, CA",479,None,None,"b'@JoyAnnReid Joy, HELP! Between lifting the elephant ban, tax reform, keystone pipeline spill, healthcare and this s... https://t.co/pJlCtiEvUH'",-1
16664681,11/17/2017 3:25,[],12,17,Los Angeles Times,10665,3109918,"Los Angeles, CA",183546,None,None,b'House passes its tax reform plan as Senate version comes under new attack https://t.co/WYeC3hFrA8',0
1932844638,11/17/2017 3:16,[],0,0,I'm A Cajun,1095,728,LA,10469,None,None,"b'@RealJamesWoods I'm trying stay optimistic, but the repugnant republicans will find a way to screw up tax reform in... https://t.co/5qveWRFNbv'",-1
12707222,11/17/2017 3:16,[],0,0,Annelize Bester,1686,1319,"Los Angeles, CA, U.S.A.",115370,None,None,b'FoxNews: .JohnFund: It looks like we are finally on the cusp of tax reform https://t.co/RYBSITrkVQ',0
7.63E+17,11/17/2017 3:16,[],0,0,Conor,46,97,,6040,"Place(_api=<tweepy.api.API object at 0x0000000007DAA940>, id='c1e1a49e92ce1ba0', url='https://api.twitter.com/1.1/geo/id/c1e1a49e92ce1ba0.json', place_type='city', name='Torrance', full_name='Torrance, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA940>, type='Polygon', coordinates=[[[-118.3940862, 33.7804411], [-118.308349, 33.7804411], [-118.308349, 33.886988], [-118.3940862, 33.886988]]]), attributes={})",None,b'@seanhannity. Tax reform for Americans is not newsworthy?? https://t.co/kMyqc9exST',0
1409535590,11/17/2017 3:08,[],0,0,benton lee,1248,901,los angeles,124143,None,None,b'House Republicans pass tax reform bill https://t.co/B8Vn7IRHBT',0
7.70E+17,11/17/2017 2:51,[],0,0,CC,648,141,"Manhattan Beach, CA",5198,None,None,b'@IronStache @GOP @SenJohnMcCain PLEASE SHOW SOME MORAL AUTHORITY AND PROTECT THE \xf0\x9f\x87\xba\xf0\x9f\x87\xb8ppl. STOP CATERING 2 billionaire... https://t.co/U17eUD9iXk',-1
17920055,11/17/2017 2:51,[],0,0,HWDRepublican,5481,6225,"Hollywood, CA USA",596052,None,None,b'THR: John Fund: It looks like we are finally on the cusp of tax reform https://t.co/vCFg6EN7G9 (FOX)',0
28020720,11/17/2017 2:45,[],0,0,Toby Muresianu,12306,15873,"Los Angeles, CA",6352,None,None,"b'@Verbal_Crow Yeah, cuts in the form of actual tax reform like people have been talking about forever would be defensible but this is no good'",-1
45485208,11/17/2017 2:42,[],0,1,Clay Black,1277,596,West Toluca Lake ,4756,None,None,b'My thoughts on today's new tax reform bill: https://t.co/EiVwLagIGh via @YouTube',0
293786612,11/17/2017 2:40,[],5,8,Ann Brenoff,3236,5252,Los Angeles,22619,None,None,"b""@SpeakerRyan Here's REALLY what tax reform means for fams:\nloss of health care\npermanent cuts for business, not ind... https://t.co/4XyMyJ2yBT""",-1
7.21E+17,11/17/2017 2:32,[],0,0,JaelCorbin,247,74,"Los Angeles, CA",3935,None,None,b'House passes its tax reform plan as Senate version comes under new attack https://t.co/TSu1hVusfb',0
8.80E+17,11/17/2017 2:30,[],0,0,Steve Pollack,3492,1620,"Calabasas, CA",259,None,None,b'How will the housing industry respond to the Senate tax bill? @housingwire https://t.co/J6ay9K9wTp https://t.co/IncWoe3SLL',0
17713378,11/17/2017 2:26,[],0,0,Doug Turski,571,185,"Santa Monica, CA",496,None,None,b'Finance Debates Modified Tax Bill as GOP Senator Signals Opposition https://t.co/U1dFeEgbCx',0
33081519,11/17/2017 2:26,[],0,0,Vincent Bitetti,384,164,Los Angeles,3308,None,None,b'I live in CA but SALT isn't the only reason I oppose this pork style tax reform imposter of a bill. https://t.co/w5lbhnP3tU',-1
313028163,11/17/2017 2:25,[],0,0,Spencer Kleyweg,119,285,"Los Angeles, CA",3129,None,None,b'The House just passed tax reform that doubles the standard deduction! (Up to $24k tax-free) \n\nWhy would 192 Democra... https://t.co/8eC0yEXpH1',1
262905603,11/17/2017 2:18,[],0,0,T. Sanders,765,928,"West Los Angeles, California",16156,None,None,b'Here Are The GOP Reps Who Voted Against Tax Reform https://t.co/SStkVJAq2K via @dailycaller',0
12707222,11/17/2017 2:17,[],0,0,Annelize Bester,1686,1319,"Los Angeles, CA, U.S.A.",115370,None,None,"b""FoxNews: Rep. SteveScalise reacted to an expletive-laced message from comedian Rosie O'Donnell after the House pass... https://t.co/wrmAaE6uVx""",0
114908638,11/17/2017 2:15,[],0,0,Joshua V. Azran,1229,496,"Los Angeles, CA",1980,None,None,b'What the House tax bill holds for individuals https://t.co/CZ3XF9BbZA',0
249924919,11/17/2017 2:12,[],0,0,M Jason Hall,105,34,"Sherman Oaks, California",1379,None,None,b'@LindseyGrahamSC @realDonaldTrump @VP Haha.. I don't seen evidence of any meaningful tax reform... just corporation... https://t.co/CcBKfkze9B',0
26326756,11/17/2017 2:08,[],0,3,Christian Spicer,1279,202109,LA,1190,None,None,b'@NickFalacci Now we just need these same people to call about this tax \xe2\x80\x9creform\xe2\x80\x9d too.',0
7.79E+17,11/17/2017 2:08,[],0,0,ingrateMars,1854,1650,"Los Angeles, CA",14289,None,None,"b'Tax cuts do not equal Tax reform. That would actually, you know, take work, something the GOP does not know how kno... https://t.co/qcO5uLahGq'",0
239566684,11/17/2017 2:00,[],0,0,Azran Financial APC,1968,5024,"Los Angeles, CA",2298,None,None,b'What the House tax bill holds for individuals https://t.co/zRj3Ac9OAj',0
44526609,11/17/2017 1:59,[],0,0,Handyman,2003,739,,50814,"Place(_api=<tweepy.api.API object at 0x0000000007DAA940>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA940>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,b'@CNN @MSNBC GOP PATRIOTS?? Are to busy to advance their AGENDA despite overwhelming opposition by PUBLIC to so call... https://t.co/ZubaJdNSl1',-1
8.95E+17,11/17/2017 1:59,[],0,2,Pete,112,70,"Redondo Beach, CA",1798,None,None,b'@angrytwinsmom @CapeStation @shaker0309 @SteveScalise @Rosie His tweet was about the tax reform and you're bringing up healthcare?',0
44526609,11/17/2017 1:58,[],0,0,Handyman,2003,739,,50814,"Place(_api=<tweepy.api.API object at 0x0000000007DAA940>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA940>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,b'GOP PATRIOTS?? Are to busy to advance their AGENDA despite overwhelming opposition by PUBLIC to so called MAJOR TAX... https://t.co/2bOSWfZHKi',-1
2430642552,11/17/2017 1:48,[],0,0,Josh Winiarz,56,20,"Beverly Hills, CA",168,None,None,"b""Donald, your tax reform Bill sucks. You're only giving tax breaks to the upper class wealthy people. what about the... https://t.co/XRyfuHQUkK""",-2
21052064,11/17/2017 1:45,[],0,0,Danielle,1280,430,"El Segundo, Ca",728,None,None,b'401(k) plans remain untouched in tax bill passed by House https://t.co/eylfjUolhy',0
4759847826,11/17/2017 1:44,[],0,0,"Fr. Paul Keller, CMF",812,294,"Los Angeles, CA",5380,None,None,b'Retweeted NETWORK (@NETWORKLobby):\n\n\xe2\x80\x9cNo tax reform proposal is acceptable that increases taxes for those living... https://t.co/lhmwsYLr2s',0
4759847826,11/17/2017 1:44,[],1,0,"Fr. Paul Keller, CMF",812,294,"Los Angeles, CA",5380,None,None,b'Retweeted CaCathConf (@CACatholicConf):\n\nUS Bishops Issue letter on tax reform debate https://t.co/rLCg4HoK8A... https://t.co/vvAKBkwnwF',0
28847341,11/17/2017 1:40,[],0,0,Kennedy,83,32,"Beverly Hills, CA.",1438,None,None,"b'@WhiteHouse Kudos to Congress for tax bill. Wow, how easily the Left are lapping up the Schumer/Pelosi lies on tax... https://t.co/vbFhjcujRG'",-1
56033487,11/17/2017 1:38,[],0,1,Anne Marie,468,947,Los Angeles,6819,None,None,"b'\xe2\x80\x9cHe currently pays taxes on his $30,000 stipend, but under the proposed House tax bill, his tuition waiver would al... https://t.co/4ZSPKgnf2D'",-1
2471217686,11/17/2017 1:35,"['401k', 'IRA', 'TaxReform', 'Trump', 'twitter', 'news', 'whitehouse', 'taxbill']",0,1,Precious Metal Coins,92,85,"Beverly Hills, CA",3511,None,None,"b""#401k, #IRA Changes On #TaxReform Table Despite #Trump's 'No Change' Tweet | #twitter #news #whitehouse #taxbill... https://t.co/FUwfON44JD""",0
134795427,11/17/2017 1:32,[],2,1,Walter Dominguez,328,119,"Los Angeles, CA",4554,None,None,"b'The Trump family. Guess what: Donald's \xe2\x80\x9ctax reform\xe2\x80\x9d will make them ONE BILLION dollars richer. Gosh, I'm so glad th... https://t.co/gJ8Hxetov8'",-1
3167923560,11/17/2017 1:25,[],0,1,Constitutionalist,2778,1434,"Hawthorne, CA",34337,None,None,"b'Actually, being a lying lyer who lies is one of Schumer's least offensive qualities. https://t.co/eXY31xIuOw'",0
12707222,11/17/2017 1:11,[],0,0,Annelize Bester,1686,1319,"Los Angeles, CA, U.S.A.",115370,None,None,"b""FoxNews: 'Bless Your Heart': SteveScalise Responds to Rosie Attack Over Tax Reform https://t.co/eRKaVnMFeF""",0
14413000,11/17/2017 1:06,[],0,0,Josh Callahan,613,1678,Los Angeles,16889,None,None,b'@thehumphreyker @RoscoRoberts1 @lauraclarejames But maybe you're super revved up over estate tax reform and a tax b... https://t.co/wSdQ8SDHLT',0
8668432,11/17/2017 1:06,[],0,0,SEO Web Writer,25,399,"Los Angeles, CA",29102,None,None,"b'GOP Tax Reform Bill Cuts Health Care For Existing People, Creates Savings Accounts For Unborn https://t.co/Ab2PdzaE0r'",0
232350824,11/17/2017 0:54,[],0,0,Neil McCarthy,12,8,"Torrance, CA",117,None,None,"b""@latimesopinion Great - raise gas taxes which hits the poorest of the poor but the tax reform is 'evil' - if Obama... https://t.co/p9dzNiE5Xx""",-1
466269791,11/17/2017 0:52,[],0,0,Jacy Starr,341,214,"Simi Valley, CA",9265,None,None,b'This Week in Congress Tax Reform Update - Campaign for Liberty https://t.co/bXJSpBWFaj',0
114908638,11/17/2017 0:45,[],0,0,Joshua V. Azran,1229,496,"Los Angeles, CA",1980,None,None,b'Senate tax reform bill differs from House version in many ways https://t.co/9WukYi77Kx',0
380137539,11/17/2017 0:44,[],0,0,Luis Ponce,1611,649,"Northridge, CA",30717,None,None,b'@csunnie24 Shit is all kinds of fucked. Even the Pentagon is telling congress if they care about national Security... https://t.co/Ic7CuvED3H',-2
239566684,11/17/2017 0:40,[],0,0,Azran Financial APC,1968,5024,"Los Angeles, CA",2298,None,None,b'Senate tax reform bill differs from House version in many ways https://t.co/htVGPhU9FR',0
514099301,11/17/2017 0:39,[],0,0,Navi Avatar,1288,1358,"Los Angeles, California",6102,None,None,b'Dow up 187 points as Tax Reform bill passes House. $PYPL $SQ hit all time highs. $BABA strong bounce. https://t.co/oVfBaxDycg',0
228509949,11/17/2017 0:32,[],0,0,casey,586,408,los angeles ,13417,None,None,"b'Hey @realDonaldTrump every decision you make is the wrong one i.e. tax reform, lifting  the elephant ban, pipeline.... https://t.co/awiDKDcpZH'",-2
863949098,11/17/2017 0:30,[],0,0,MLB Hall of Misery,578,164,Los Angeles CA,6108,None,None,"b'If you know anything about this tax ""reform"" bill and you support these fucking pigs then the world would be better... https://t.co/fwIpzczeZ5'",-2
576558485,11/17/2017 0:26,[],0,0,Martin Lind,300,1292,Los Angeles,19830,None,None,b'routefifty: \xe2\x80\x9cIf you make a decision to move forward with tax reform and you specifically decide not to include infr... https://t.co/B5dstxNaHU',0
12707222,11/17/2017 0:26,[],1,1,Annelize Bester,1686,1319,"Los Angeles, CA, U.S.A.",115370,None,None,"b'FoxNews: .SteveScalise on tax reform: ""Let the liberal elites cry because they lost the election, but look, POTUS i... https://t.co/mul4GCzIk0'",0
12707222,11/17/2017 0:26,[],0,0,Annelize Bester,1686,1319,"Los Angeles, CA, U.S.A.",115370,None,None,"b'FoxNews: .SteveScalise on Rosie tweets on tax reform: ""I don't know what she has against tax cuts for middle class... https://t.co/IkXSdX8MKT'",0
12707222,11/17/2017 0:11,[],0,1,Annelize Bester,1686,1319,"Los Angeles, CA, U.S.A.",115370,None,None,"b'FoxNews: .MZHemingway on tax reform passing in the House: ""Kudos to SpeakerRyan again. We hear a lot of complaints... https://t.co/ABoKDdqXwy'",0
394302275,11/17/2017 0:05,[],0,1,Fabio Traverso,556,73,"Los Angeles, CA",881,None,None,b'@TomiLahren You mean isn't sad we can't focus on tax reform so some can make millions off of the American People?!',-2
25399451,11/17/2017 0:00,[],1,29,"Neil ""Please Delete All Nazi Accounts"" McNeil",1002,19053,"Los Angeles, CA",51623,None,None,"b""@TomiLahren a) we are focusing on tax reform and making sure Trump doesn't give massive tax breaks to millionaires... https://t.co/V6E579VgzX""",0
12605932,11/16/2017 23:59,[],0,0,Ben Miller,396,796,"Los Angeles, CA",61028,None,None,"b'It is amusing that @fieldofschemes, who hates Republicans with a blood-red passion, is getting just about everythin... https://t.co/japnU4aWYx'",0
226647254,11/16/2017 23:54,[],0,0,Linksman102,1155,586,Los Angeles,52478,None,None,b'Schiff to is ignorant to understand the growth potential from this tax reform package. He is still trying to prove... https://t.co/fZmXQjphuq',-1
7.89E+17,11/16/2017 23:53,[],0,0,Maryann,735,387,"Los Angeles, CA",6196,None,None,b'BREAKING: House Republicans Pass Historic Tax Reform! -- Stock Market JUMPS 215+ Points! - ZERO DEMOCRAT VOTES https://t.co/n6v07BnYgN',2
576558485,11/16/2017 23:51,[],0,0,Martin Lind,300,1292,Los Angeles,19830,None,None,b'routefifty: RT CeliaIsrael: New Poll: Americans Think CHIP Authorization Is More Pressing Than Tax Reform... https://t.co/s4S66WXODo',0
576558485,11/16/2017 23:51,[],0,0,Martin Lind,300,1292,Los Angeles,19830,None,None,b'routefifty: New from bill_lucia of routefifty: A Democratic congressman thinks a major infrastructure package shoul... https://t.co/eTMngcDpRF',0
17629059,11/16/2017 23:49,[],0,1,Jonathan Leahy,1095,3576,Los Angeles,2062,None,None,"b'a very effective advertisement for term limits, campaign finance reform, and overturning Citizens United https://t.co/RKQVTjUTAQ'",0
327543340,11/16/2017 23:45,[],7,5,Bryan Logan,1268,3113,"Los Angeles, CA",13380,None,None,"b""If Trump's new tax plan passes and you make $500,000 a year, you're about to get screwed https://t.co/8WJKjJT8Xz""",-1
564439257,11/16/2017 23:31,['TaxReform'],0,1,Juan Lopez,593,655,©¸A,2059,"Place(_api=<tweepy.api.API object at 0x0000000007DAA940>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000000007DAA940>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",None,b'More background on how #TaxReform may affect the municipal bond market: https://t.co/SChU4n1d2M',0
8.46E+17,11/16/2017 23:27,[],0,0,Curt and Frank,182,24,"Los Angeles, CA",3332,None,None,b'@LindseyGrahamSC @joshgerstein @realDonaldTrump @VP Meaningful tax reform? That is not what the House passed today.',0
18181977,11/16/2017 23:25,['TaxReform'],0,0,Steve Harper,7482,7811,Los Angeles,10239,None,None,b'Poll: Most Americans Don't Like the Republican #TaxReform Plan https://t.co/gkQ7AO51Td https://t.co/uk2m066TSz',0
80471079,11/16/2017 23:22,[],0,0,Brittany Joy D'Amico,442,315,LA,5828,None,None,b'Just watched an older woman at the pharmacy be told her medication will be $447. That is some FUCKED UP SHIT. Also... https://t.co/qftzY9QgCF',-2
733370906,11/16/2017 23:16,[],0,0,TrumpJobMaker/MAGA,5000,2968,"Los Angeles, CA",12810,None,None,"b'WE WILL COUNT ALL THE SENATORS WHO WITHHOLD THEIR VOTE FOR TAX REFORM, THEY WILL BE REMEMBERED &amp; AT THAT JUST LIKE... https://t.co/Gr3bkD4wRb'",0
17070113,11/16/2017 23:14,[],67,111,Mayor Eric Garcetti,363,268393,"Los Angeles, CA",15243,None,None,b'The bottom line is this: the tax bill passed by the U.S. House of Representatives today will raise taxes on working... https://t.co/HzHMbxtQky',0
2738624585,11/16/2017 23:11,[],0,0,Ephraimsdottir,798,60,"Los Angeles, CA",7965,None,None,b'Analysis | New analysis undercuts the White House argument that tax reform benefits the middle class https://t.co/G71dAPBxDQ',-1
576558485,11/16/2017 23:04,"['localgovwire', 'localgovernment']",0,0,Martin Lind,300,1292,Los Angeles,19830,None,None,b'Maryland Congressman: It's a Mistake Not to Pair Infrastructure With Tax Overhaul https://t.co/SbkxcoqwnW #localgovwire #localgovernment',0
114908638,11/16/2017 23:01,[],0,0,Joshua V. Azran,1229,496,"Los Angeles, CA",1980,None,None,b'Details of tax reform legislation revealed https://t.co/kb0Ccps5Qv',0
239566684,11/16/2017 22:55,[],0,0,Azran Financial APC,1968,5024,"Los Angeles, CA",2298,None,None,b'Details of tax reform legislation revealed https://t.co/U7mtzIBZrC',0
288934626,11/16/2017 22:51,[],0,0,Vic Volpe,15,11,Los Angeles,3040,None,None,b'Trump's core supporters are about to be handed the bill for tax reform https://t.co/pKj7mcvzqB',0
382906770,11/16/2017 22:43,"['ICYMI', 'TaxReform']",0,0,Wedbush Securities,443,2255,"Los Angeles, CA",3249,None,None,"b""#ICYMI: Wedbush's @Ian_Winer discussed how #TaxReform won't be as 'smooth sailing' as everyone thinks on @BNN with... https://t.co/PVH1V03ekQ""",0
75137937,11/16/2017 22:31,['TaxReform'],1,3,Ari Solomon,145,15867,"Los Angeles, CA",11181,None,None,"b""This is the #TaxReform we'd like to see. https://t.co/jQunoJftTB""",0
257078285,11/16/2017 22:25,[],0,0,cohiba,357,47,"Los Angeles, CA",2626,None,None,b'@NYGovCuomo @California I hope the people of California understand how bad this tax reform passage will be for any one who owns a house',-2
155784594,11/16/2017 22:23,[],27,263,Tommy Vietor,983,264706,"Los Angeles, CA",19776,None,None,"b'Crossover Thursday @PodSaveAmerica with me, @danpfeiffer @jonlovett. We discussed the allegations against Sen Frank... https://t.co/HBsrSuyGKg'",0
175675537,11/16/2017 22:17,[],0,7,Steven,561,218,Los Angeles,4977,None,None,"b'@TomiLahren No they focused on tax reform, for big business. You should be lucky that all these accusations are dis... https://t.co/ijP4DG74as'",0
17920055,11/16/2017 22:16,[],0,0,HWDRepublican,5481,6225,"Hollywood, CA USA",596052,None,None,b'THR: Rep. Brady addresses the 13 GOP no votes on tax reform https://t.co/Rf7PZXzMde (FOX)',0
39515245,11/16/2017 22:16,[],0,3,Tara Pelton,32128,36182,"Los Angeles, CA",18822,None,None,b'@BillKristol Right now I am freaking out about the tax reform bill so I can hardly think about DAPL and Congress' i... https://t.co/43wBmj3uNb',-1
579871412,11/16/2017 22:09,[],1,0,White House,4681,5626,"Hollywood, CA",39527,None,None,b'New analysis undercuts the White House argument that tax reform benefits the middle class - Washington Post https://t.co/rdrm9tvAOi',0
1619622464,11/16/2017 22:08,[],0,0,A. R. G.,1770,572,"Los Angeles, CA",2583,None,None,b'@SoquelCreek @crwaxlax @SenKamalaHarris @GOP @TheDemocrats Great and this is only going to go higher with the new t... https://t.co/H51H0PAVGo',1
39515245,11/16/2017 22:06,[],1,1,Tara Pelton,32128,36182,"Los Angeles, CA",18822,None,None,b'@PrincessBravato Oh brother. Meanwhile we have the tax plan which is a Powderkeg! It's going to be expensive comple... https://t.co/iezKlbzTzA',-1
310353258,11/16/2017 22:01,[],2,1,John Miguel McCauley,494,7775,"Los Angeles, CA",8827,None,None,b'The ACA repeals were defeated because YOU made yourself heard in Congress. We need to do that again. This bill was... https://t.co/CixKTsSdTZ',0
2918043315,11/16/2017 22:00,[],0,0,Jamgotchian,68,78,90027,15790,None,None,b'House passes tax reform bill by 227-205 vote   https://t.co/cVhWOUbr9D',0
249700838,11/16/2017 21:58,[],0,0,Libby Denkmann,787,2935,"Los Angeles, CA",2153,None,None,"b'@JohnPeale @CAGOP It's gotta be a difficult dance\xe2\x80\x94 @SteveKnight25, @GOPLeader &amp; more represent red or purple distri... https://t.co/FynXcUw7nP'",0
